Arup





File WBBn_base_v48_traffic (Node effects)_solved.gwb
Exported 03/02/2021 16:32:32

GSA 10.1.39.2 64-bit Copyright © Oasys 1985-2020

Reactions
"Reactions due to restraints, spring supports, applied displacements and grounded springs"
Output axes:  global
"Node list:  ""bearings bottom"""

START_TABLE Reactions
,,[kN],[kN],[kN],[kN],[kNm],[kNm],[kNm],[kNm]
Node,Case,Fx,Fy,Fz,|F|,Mxx,Myy,Mzz,|M|
31307,A5,0.0,0.0,1879.,1879.,0.0,0.0,0.0,0.0
31307,A6,0.0,0.0,4883.,4883.,0.0,0.0,0.0,0.0
31307,A7,0.0,0.0,4581.,4581.,0.0,0.0,0.0,0.0
31307,A8,0.0,0.0,2265.,2265.,0.0,0.0,0.0,0.0
31307,A9,0.0,0.0,4372.,4372.,0.0,0.0,0.0,0.0
31307,A10,0.0,0.0,775.7,775.7,0.0,0.0,0.0,0.0
31307,A11,0.0,0.0,3340.,3340.,0.0,0.0,0.0,0.0
31307,A12,0.0,0.0,4904.,4904.,0.0,0.0,0.0,0.0
31307,A13,0.0,0.0,7331.,7331.,0.0,0.0,0.0,0.0
31307,A14,0.0,0.0,1412.,1412.,0.0,0.0,0.0,0.0
31307,A15,0.0,0.0,7245.,7245.,0.0,0.0,0.0,0.0
31307,A16,0.0,0.0,1963.,1963.,0.0,0.0,0.0,0.0
31307,A17,0.0,0.0,6684.,6684.,0.0,0.0,0.0,0.0
31307,A18,0.0,0.0,2366.,2366.,0.0,0.0,0.0,0.0
31307,A19,0.0,0.0,4972.,4972.,0.0,0.0,0.0,0.0
31307,A20,0.0,0.0,3728.,3728.,0.0,0.0,0.0,0.0
31307,A21,0.0,0.0,3801.,3801.,0.0,0.0,0.0,0.0
31307,A22,0.0,0.0,4871.,4871.,0.0,0.0,0.0,0.0
31307,A23,0.0,0.0,2657.,2657.,0.0,0.0,0.0,0.0
31307,A24,0.0,0.0,5739.,5739.,0.0,0.0,0.0,0.0
31307,A25,0.0,0.0,1403.,1403.,0.0,0.0,0.0,0.0
31307,A26,0.0,0.0,6509.,6509.,0.0,0.0,0.0,0.0
31307,A27,0.0,0.0,3939.,3939.,0.0,0.0,0.0,0.0
31307,A28,0.0,0.0,4166.,4166.,0.0,0.0,0.0,0.0
31307,A29,0.0,0.0,1797.,1797.,0.0,0.0,0.0,0.0
31307,A30,0.0,0.0,6156.,6156.,0.0,0.0,0.0,0.0
31307,A31,0.0,0.0,2585.,2585.,0.0,0.0,0.0,0.0
31307,A32,0.0,0.0,7066.,7066.,0.0,0.0,0.0,0.0
31307,A33,0.0,0.0,1501.,1501.,0.0,0.0,0.0,0.0
31307,A34,0.0,0.0,3948.,3948.,0.0,0.0,0.0,0.0
31307,A35,0.0,0.0,3459.,3459.,0.0,0.0,0.0,0.0
31307,A36,0.0,0.0,2267.,2267.,0.0,0.0,0.0,0.0
31307,A37,0.0,0.0,6794.,6794.,0.0,0.0,0.0,0.0
31307,A38,0.0,0.0,1434.,1434.,0.0,0.0,0.0,0.0
31307,A39,0.0,0.0,5148.,5148.,0.0,0.0,0.0,0.0
31307,A40,0.0,0.0,1909.,1909.,0.0,0.0,0.0,0.0
31307,A41,0.0,0.0,4777.,4777.,0.0,0.0,0.0,0.0
31307,A42,0.0,0.0,1452.,1452.,0.0,0.0,0.0,0.0
31307,A43,0.0,0.0,5365.,5365.,0.0,0.0,0.0,0.0
31307,A44,0.0,0.0,7952.,7952.,0.0,0.0,0.0,0.0
31307,A45,0.0,0.0,567.9,567.9,0.0,0.0,0.0,0.0
31307,A46,0.0,0.0,7735.,7735.,0.0,0.0,0.0,0.0
31307,A47,0.0,0.0,2042.,2042.,0.0,0.0,0.0,0.0
31307,A48,0.0,0.0,7946.,7946.,0.0,0.0,0.0,0.0
31307,A49,0.0,0.0,5972.,5972.,0.0,0.0,0.0,0.0
31307,A50,0.0,0.0,1384.,1384.,0.0,0.0,0.0,0.0
31307,A51,0.0,0.0,5409.,5409.,0.0,0.0,0.0,0.0
31307,A52,0.0,0.0,2427.,2427.,0.0,0.0,0.0,0.0
31307,A53,0.0,0.0,1908.,1908.,0.0,0.0,0.0,0.0
31307,A54,0.0,0.0,4883.,4883.,0.0,0.0,0.0,0.0
31307,A55,0.0,0.0,4466.,4466.,0.0,0.0,0.0,0.0
31307,A56,0.0,0.0,3117.,3117.,0.0,0.0,0.0,0.0
31307,A57,0.0,0.0,4225.,4225.,0.0,0.0,0.0,0.0
31307,A58,0.0,0.0,168.4,168.4,0.0,0.0,0.0,0.0
31307,A59,0.0,0.0,4581.,4581.,0.0,0.0,0.0,0.0
31307,A60,0.0,0.0,237.6,237.6,0.0,0.0,0.0,0.0
31307,A61,0.0,0.0,3132.,3132.,0.0,0.0,0.0,0.0
31307,A62,0.0,0.0,4696.,4696.,0.0,0.0,0.0,0.0
31307,A63,0.0,0.0,5073.,5073.,0.0,0.0,0.0,0.0
31307,A64,0.0,0.0,2079.,2079.,0.0,0.0,0.0,0.0
31307,A65,0.0,0.0,9452.,9452.,0.0,0.0,0.0,0.0
31307,A66,0.0,0.0,-6.457,6.457,0.0,0.0,0.0,0.0
31307,A67,0.0,0.0,5676.,5676.,0.0,0.0,0.0,0.0
31307,A68,0.0,0.0,534.2,534.2,0.0,0.0,0.0,0.0
31307,A69,0.0,0.0,4696.,4696.,0.0,0.0,0.0,0.0
31307,A70,0.0,0.0,3132.,3132.,0.0,0.0,0.0,0.0
31307,A71,0.0,0.0,3876.,3876.,0.0,0.0,0.0,0.0
31307,A72,0.0,0.0,8514.,8514.,0.0,0.0,0.0,0.0
31307,A73,0.0,0.0,-4.567,4.567,0.0,0.0,0.0,0.0
31307,C1421,0.0,0.0,1581.,1581.,0.0,0.0,0.0,0.0
31307,C1422,0.0,0.0,6503.,6503.,0.0,0.0,0.0,0.0
31307,C1423,0.0,0.0,1679.,1679.,0.0,0.0,0.0,0.0
31307,C1424,0.0,0.0,7179.,7179.,0.0,0.0,0.0,0.0
31307,C1425,0.0,0.0,1879.,1879.,0.0,0.0,0.0,0.0
31307,C1426,0.0,0.0,4883.,4883.,0.0,0.0,0.0,0.0
31307,C1427,0.0,0.0,4581.,4581.,0.0,0.0,0.0,0.0
31307,C1428,0.0,0.0,2265.,2265.,0.0,0.0,0.0,0.0
31307,C1429,0.0,0.0,4372.,4372.,0.0,0.0,0.0,0.0
31307,C1430,0.0,0.0,775.7,775.7,0.0,0.0,0.0,0.0
31307,C1431,0.0,0.0,3340.,3340.,0.0,0.0,0.0,0.0
31307,C1432,0.0,0.0,4904.,4904.,0.0,0.0,0.0,0.0
31307,C1433,0.0,0.0,7331.,7331.,0.0,0.0,0.0,0.0
31307,C1434,0.0,0.0,1412.,1412.,0.0,0.0,0.0,0.0
31307,C1435,0.0,0.0,7245.,7245.,0.0,0.0,0.0,0.0
31307,C1436,0.0,0.0,1963.,1963.,0.0,0.0,0.0,0.0
31307,C1437,0.0,0.0,6684.,6684.,0.0,0.0,0.0,0.0
31307,C1438,0.0,0.0,2366.,2366.,0.0,0.0,0.0,0.0
31307,C1439,0.0,0.0,4972.,4972.,0.0,0.0,0.0,0.0
31307,C1440,0.0,0.0,3728.,3728.,0.0,0.0,0.0,0.0
31307,C1441,0.0,0.0,3801.,3801.,0.0,0.0,0.0,0.0
31307,C1442,0.0,0.0,4871.,4871.,0.0,0.0,0.0,0.0
31307,C1443,0.0,0.0,2657.,2657.,0.0,0.0,0.0,0.0
31307,C1444,0.0,0.0,5739.,5739.,0.0,0.0,0.0,0.0
31307,C1445,0.0,0.0,1403.,1403.,0.0,0.0,0.0,0.0
31307,C1446,0.0,0.0,6509.,6509.,0.0,0.0,0.0,0.0
31307,C1447,0.0,0.0,3939.,3939.,0.0,0.0,0.0,0.0
31307,C1448,0.0,0.0,4166.,4166.,0.0,0.0,0.0,0.0
31307,C1449,0.0,0.0,1797.,1797.,0.0,0.0,0.0,0.0
31307,C1450,0.0,0.0,6156.,6156.,0.0,0.0,0.0,0.0
31307,C1451,0.0,0.0,2585.,2585.,0.0,0.0,0.0,0.0
31307,C1452,0.0,0.0,7066.,7066.,0.0,0.0,0.0,0.0
31307,C1453,0.0,0.0,1501.,1501.,0.0,0.0,0.0,0.0
31307,C1454,0.0,0.0,3948.,3948.,0.0,0.0,0.0,0.0
31307,C1455,0.0,0.0,3459.,3459.,0.0,0.0,0.0,0.0
31307,C1456,0.0,0.0,2267.,2267.,0.0,0.0,0.0,0.0
31307,C1457,0.0,0.0,6794.,6794.,0.0,0.0,0.0,0.0
31307,C1458,0.0,0.0,1434.,1434.,0.0,0.0,0.0,0.0
31307,C1459,0.0,0.0,5148.,5148.,0.0,0.0,0.0,0.0
31307,C1460,0.0,0.0,1909.,1909.,0.0,0.0,0.0,0.0
31307,C1461,0.0,0.0,4777.,4777.,0.0,0.0,0.0,0.0
31307,C1462,0.0,0.0,1452.,1452.,0.0,0.0,0.0,0.0
31307,C1463,0.0,0.0,5365.,5365.,0.0,0.0,0.0,0.0
31307,C1464,0.0,0.0,7952.,7952.,0.0,0.0,0.0,0.0
31307,C1465,0.0,0.0,567.9,567.9,0.0,0.0,0.0,0.0
31307,C1466,0.0,0.0,7735.,7735.,0.0,0.0,0.0,0.0
31307,C1467,0.0,0.0,2042.,2042.,0.0,0.0,0.0,0.0
31307,C1468,0.0,0.0,7946.,7946.,0.0,0.0,0.0,0.0
31307,C1469,0.0,0.0,5972.,5972.,0.0,0.0,0.0,0.0
31307,C1470,0.0,0.0,1384.,1384.,0.0,0.0,0.0,0.0
31307,C1471,0.0,0.0,5409.,5409.,0.0,0.0,0.0,0.0
31307,C1472,0.0,0.0,2427.,2427.,0.0,0.0,0.0,0.0
31307,C1473,0.0,0.0,1908.,1908.,0.0,0.0,0.0,0.0
31307,C1474,0.0,0.0,4883.,4883.,0.0,0.0,0.0,0.0
31307,C1475,0.0,0.0,4466.,4466.,0.0,0.0,0.0,0.0
31307,C1476,0.0,0.0,3117.,3117.,0.0,0.0,0.0,0.0
31307,C1477,0.0,0.0,4225.,4225.,0.0,0.0,0.0,0.0
31307,C1478,0.0,0.0,168.4,168.4,0.0,0.0,0.0,0.0
31307,C1479,0.0,0.0,4581.,4581.,0.0,0.0,0.0,0.0
31307,C1480,0.0,0.0,237.6,237.6,0.0,0.0,0.0,0.0
31307,C1481,0.0,0.0,3132.,3132.,0.0,0.0,0.0,0.0
31307,C1482,0.0,0.0,4696.,4696.,0.0,0.0,0.0,0.0
31307,C1483,0.0,0.0,5073.,5073.,0.0,0.0,0.0,0.0
31307,C1484,0.0,0.0,2079.,2079.,0.0,0.0,0.0,0.0
31307,C1485,0.0,0.0,9452.,9452.,0.0,0.0,0.0,0.0
31307,C1486,0.0,0.0,-6.457,6.457,0.0,0.0,0.0,0.0
31307,C1487,0.0,0.0,5676.,5676.,0.0,0.0,0.0,0.0
31307,C1488,0.0,0.0,534.2,534.2,0.0,0.0,0.0,0.0
31307,C1489,0.0,0.0,4696.,4696.,0.0,0.0,0.0,0.0
31307,C1490,0.0,0.0,3132.,3132.,0.0,0.0,0.0,0.0
31307,C1491,0.0,0.0,3876.,3876.,0.0,0.0,0.0,0.0
31307,C1492,0.0,0.0,8514.,8514.,0.0,0.0,0.0,0.0
31307,C1493,0.0,0.0,-4.567,4.567,0.0,0.0,0.0,0.0
32316,A1,0.0,628.6E-6,3566.,3566.,0.0,0.0,0.0,0.0
32316,A2,0.0,124.9E-6,2594.,2594.,0.0,0.0,0.0,0.0
32316,A3,0.0,559.7E-6,3465.,3465.,0.0,0.0,0.0,0.0
32316,A4,0.0,342.7E-6,2918.,2918.,0.0,0.0,0.0,0.0
32316,A5,0.0,543.9E-6,2295.,2295.,0.0,0.0,0.0,0.0
32316,A6,0.0,-405.8E-6,6842.,6842.,0.0,0.0,0.0,0.0
32316,A7,0.0,644.5E-6,4837.,4837.,0.0,0.0,0.0,0.0
32316,A8,0.0,64.54E-6,882.5,882.5,0.0,0.0,0.0,0.0
32316,A9,0.0,490.3E-6,5215.,5215.,0.0,0.0,0.0,0.0
32316,A10,0.0,-488.1E-9,773.2,773.2,0.0,0.0,0.0,0.0
32316,A11,0.0,152.7E-6,5724.,5724.,0.0,0.0,0.0,0.0
32316,A12,0.0,544.0E-6,565.5,565.5,0.0,0.0,0.0,0.0
32316,A13,0.0,749.4E-6,2559.,2559.,0.0,0.0,0.0,0.0
32316,A14,0.0,-658.9E-6,4969.,4969.,0.0,0.0,0.0,0.0
32316,A15,0.0,759.2E-6,1997.,1997.,0.0,0.0,0.0,0.0
32316,A16,0.0,-522.4E-6,4852.,4852.,0.0,0.0,0.0,0.0
32316,A17,0.0,864.3E-6,1324.,1324.,0.0,0.0,0.0,0.0
32316,A18,0.0,-517.3E-6,4926.,4926.,0.0,0.0,0.0,0.0
32316,A19,0.0,-769.3E-6,3676.,3676.,0.0,0.0,0.0,0.0
32316,A20,0.0,679.9E-6,4896.,4896.,0.0,0.0,0.0,0.0
32316,A21,0.0,-783.1E-6,2300.,2300.,0.0,0.0,0.0,0.0
32316,A22,0.0,541.0E-6,5922.,5922.,0.0,0.0,0.0,0.0
32316,A23,0.0,-886.3E-6,1792.,1792.,0.0,0.0,0.0,0.0
32316,A24,0.0,527.3E-6,6562.,6562.,0.0,0.0,0.0,0.0
32316,A25,0.0,-406.8E-6,1348.,1348.,0.0,0.0,0.0,0.0
32316,A26,0.0,-10.71E-6,6639.,6639.,0.0,0.0,0.0,0.0
32316,A27,0.0,-397.2E-6,5978.,5978.,0.0,0.0,0.0,0.0
32316,A28,0.0,-28.66E-6,4063.,4063.,0.0,0.0,0.0,0.0
32316,A29,0.0,-5.037E-6,1788.,1788.,0.0,0.0,0.0,0.0
32316,A30,0.0,26.82E-6,6032.,6032.,0.0,0.0,0.0,0.0
32316,A31,0.0,-78.03E-6,2543.,2543.,0.0,0.0,0.0,0.0
32316,A32,0.0,329.1E-6,5201.,5201.,0.0,0.0,0.0,0.0
32316,A33,0.0,683.6E-6,3739.,3739.,0.0,0.0,0.0,0.0
32316,A34,0.0,-672.2E-6,1854.,1854.,0.0,0.0,0.0,0.0
32316,A35,0.0,38.39E-6,3503.,3503.,0.0,0.0,0.0,0.0
32316,A36,0.0,-524.3E-6,1909.,1909.,0.0,0.0,0.0,0.0
32316,A37,0.0,380.2E-6,4777.,4777.,0.0,0.0,0.0,0.0
32316,A38,0.0,-127.4E-6,5188.,5188.,0.0,0.0,0.0,0.0
32316,A39,0.0,110.9E-6,1747.,1747.,0.0,0.0,0.0,0.0
32316,A40,0.0,540.7E-6,2267.,2267.,0.0,0.0,0.0,0.0
32316,A41,0.0,-392.3E-6,6794.,6794.,0.0,0.0,0.0,0.0
32316,A42,0.0,-88.06E-6,4930.,4930.,0.0,0.0,0.0,0.0
32316,A43,0.0,139.0E-6,1658.,1658.,0.0,0.0,0.0,0.0
32316,A44,0.0,357.6E-6,5608.,5608.,0.0,0.0,0.0,0.0
32316,A45,0.0,-5.171E-6,813.9,813.9,0.0,0.0,0.0,0.0
32316,A46,0.0,-6.754E-6,7550.,7550.,0.0,0.0,0.0,0.0
32316,A47,0.0,-391.7E-6,1908.,1908.,0.0,0.0,0.0,0.0
32316,A48,0.0,501.7E-6,4883.,4883.,0.0,0.0,0.0,0.0
32316,A49,0.0,-116.4E-6,3099.,3099.,0.0,0.0,0.0,0.0
32316,A50,0.0,153.2E-6,4482.,4482.,0.0,0.0,0.0,0.0
32316,A51,0.0,101.7E-6,8036.,8036.,0.0,0.0,0.0,0.0
32316,A52,0.0,-5.828E-6,355.1,355.1,0.0,0.0,0.0,0.0
32316,A53,0.0,405.4E-6,2042.,2042.,0.0,0.0,0.0,0.0
32316,A54,0.0,-516.6E-6,7946.,7946.,0.0,0.0,0.0,0.0
32316,A55,0.0,-152.8E-6,1394.,1394.,0.0,0.0,0.0,0.0
32316,A56,0.0,102.6E-6,6033.,6033.,0.0,0.0,0.0,0.0
32316,A57,0.0,-666.9E-6,4581.,4581.,0.0,0.0,0.0,0.0
32316,A58,0.0,265.0E-6,237.6,237.6,0.0,0.0,0.0,0.0
32316,A59,0.0,700.4E-6,4225.,4225.,0.0,0.0,0.0,0.0
32316,A60,0.0,-265.1E-6,168.4,168.4,0.0,0.0,0.0,0.0
32316,A61,0.0,-0.001500,4970.,4970.,0.0,0.0,0.0,0.0
32316,A62,0.0,0.001501,2859.,2859.,0.0,0.0,0.0,0.0
32316,A63,0.0,-358.7E-6,7456.,7456.,0.0,0.0,0.0,0.0
32316,A64,0.0,395.3E-6,2478.,2478.,0.0,0.0,0.0,0.0
32316,A65,0.0,646.2E-6,5676.,5676.,0.0,0.0,0.0,0.0
32316,A66,0.0,-151.3E-6,534.1,534.1,0.0,0.0,0.0,0.0
32316,A67,0.0,-676.3E-6,9452.,9452.,0.0,0.0,0.0,0.0
32316,A68,0.0,169.3E-6,-6.467,6.467,0.0,0.0,0.0,0.0
32316,A69,0.0,0.001501,2859.,2859.,0.0,0.0,0.0,0.0
32316,A70,0.0,-0.001500,4970.,4970.,0.0,0.0,0.0,0.0
32316,A71,0.0,38.85E-6,3906.,3906.,0.0,0.0,0.0,0.0
32316,A72,0.0,121.4E-6,6993.,6993.,0.0,0.0,0.0,0.0
32316,A73,0.0,12.65E-6,-4.502,4.502,0.0,0.0,0.0,0.0
32316,C1421,0.0,628.6E-6,3566.,3566.,0.0,0.0,0.0,0.0
32316,C1422,0.0,124.9E-6,2594.,2594.,0.0,0.0,0.0,0.0
32316,C1423,0.0,559.7E-6,3465.,3465.,0.0,0.0,0.0,0.0
32316,C1424,0.0,342.7E-6,2918.,2918.,0.0,0.0,0.0,0.0
32316,C1425,0.0,543.9E-6,2295.,2295.,0.0,0.0,0.0,0.0
32316,C1426,0.0,-405.8E-6,6842.,6842.,0.0,0.0,0.0,0.0
32316,C1427,0.0,644.5E-6,4837.,4837.,0.0,0.0,0.0,0.0
32316,C1428,0.0,64.54E-6,882.5,882.5,0.0,0.0,0.0,0.0
32316,C1429,0.0,490.3E-6,5215.,5215.,0.0,0.0,0.0,0.0
32316,C1430,0.0,-488.1E-9,773.2,773.2,0.0,0.0,0.0,0.0
32316,C1431,0.0,152.7E-6,5724.,5724.,0.0,0.0,0.0,0.0
32316,C1432,0.0,544.0E-6,565.5,565.5,0.0,0.0,0.0,0.0
32316,C1433,0.0,749.4E-6,2559.,2559.,0.0,0.0,0.0,0.0
32316,C1434,0.0,-658.9E-6,4969.,4969.,0.0,0.0,0.0,0.0
32316,C1435,0.0,759.2E-6,1997.,1997.,0.0,0.0,0.0,0.0
32316,C1436,0.0,-522.4E-6,4852.,4852.,0.0,0.0,0.0,0.0
32316,C1437,0.0,864.3E-6,1324.,1324.,0.0,0.0,0.0,0.0
32316,C1438,0.0,-517.3E-6,4926.,4926.,0.0,0.0,0.0,0.0
32316,C1439,0.0,-769.3E-6,3676.,3676.,0.0,0.0,0.0,0.0
32316,C1440,0.0,679.9E-6,4896.,4896.,0.0,0.0,0.0,0.0
32316,C1441,0.0,-783.1E-6,2300.,2300.,0.0,0.0,0.0,0.0
32316,C1442,0.0,541.0E-6,5922.,5922.,0.0,0.0,0.0,0.0
32316,C1443,0.0,-886.3E-6,1792.,1792.,0.0,0.0,0.0,0.0
32316,C1444,0.0,527.3E-6,6562.,6562.,0.0,0.0,0.0,0.0
32316,C1445,0.0,-406.8E-6,1348.,1348.,0.0,0.0,0.0,0.0
32316,C1446,0.0,-10.71E-6,6639.,6639.,0.0,0.0,0.0,0.0
32316,C1447,0.0,-397.2E-6,5978.,5978.,0.0,0.0,0.0,0.0
32316,C1448,0.0,-28.66E-6,4063.,4063.,0.0,0.0,0.0,0.0
32316,C1449,0.0,-5.037E-6,1788.,1788.,0.0,0.0,0.0,0.0
32316,C1450,0.0,26.82E-6,6032.,6032.,0.0,0.0,0.0,0.0
32316,C1451,0.0,-78.03E-6,2543.,2543.,0.0,0.0,0.0,0.0
32316,C1452,0.0,329.1E-6,5201.,5201.,0.0,0.0,0.0,0.0
32316,C1453,0.0,683.6E-6,3739.,3739.,0.0,0.0,0.0,0.0
32316,C1454,0.0,-672.2E-6,1854.,1854.,0.0,0.0,0.0,0.0
32316,C1455,0.0,38.39E-6,3503.,3503.,0.0,0.0,0.0,0.0
32316,C1456,0.0,-524.3E-6,1909.,1909.,0.0,0.0,0.0,0.0
32316,C1457,0.0,380.2E-6,4777.,4777.,0.0,0.0,0.0,0.0
32316,C1458,0.0,-127.4E-6,5188.,5188.,0.0,0.0,0.0,0.0
32316,C1459,0.0,110.9E-6,1747.,1747.,0.0,0.0,0.0,0.0
32316,C1460,0.0,540.7E-6,2267.,2267.,0.0,0.0,0.0,0.0
32316,C1461,0.0,-392.3E-6,6794.,6794.,0.0,0.0,0.0,0.0
32316,C1462,0.0,-88.06E-6,4930.,4930.,0.0,0.0,0.0,0.0
32316,C1463,0.0,139.0E-6,1658.,1658.,0.0,0.0,0.0,0.0
32316,C1464,0.0,357.6E-6,5608.,5608.,0.0,0.0,0.0,0.0
32316,C1465,0.0,-5.171E-6,813.9,813.9,0.0,0.0,0.0,0.0
32316,C1466,0.0,-6.754E-6,7550.,7550.,0.0,0.0,0.0,0.0
32316,C1467,0.0,-391.7E-6,1908.,1908.,0.0,0.0,0.0,0.0
32316,C1468,0.0,501.7E-6,4883.,4883.,0.0,0.0,0.0,0.0
32316,C1469,0.0,-116.4E-6,3099.,3099.,0.0,0.0,0.0,0.0
32316,C1470,0.0,153.2E-6,4482.,4482.,0.0,0.0,0.0,0.0
32316,C1471,0.0,101.7E-6,8036.,8036.,0.0,0.0,0.0,0.0
32316,C1472,0.0,-5.828E-6,355.1,355.1,0.0,0.0,0.0,0.0
32316,C1473,0.0,405.4E-6,2042.,2042.,0.0,0.0,0.0,0.0
32316,C1474,0.0,-516.6E-6,7946.,7946.,0.0,0.0,0.0,0.0
32316,C1475,0.0,-152.8E-6,1394.,1394.,0.0,0.0,0.0,0.0
32316,C1476,0.0,102.6E-6,6033.,6033.,0.0,0.0,0.0,0.0
32316,C1477,0.0,-666.9E-6,4581.,4581.,0.0,0.0,0.0,0.0
32316,C1478,0.0,265.0E-6,237.6,237.6,0.0,0.0,0.0,0.0
32316,C1479,0.0,700.4E-6,4225.,4225.,0.0,0.0,0.0,0.0
32316,C1480,0.0,-265.1E-6,168.4,168.4,0.0,0.0,0.0,0.0
32316,C1481,0.0,-0.001500,4970.,4970.,0.0,0.0,0.0,0.0
32316,C1482,0.0,0.001501,2859.,2859.,0.0,0.0,0.0,0.0
32316,C1483,0.0,-358.7E-6,7456.,7456.,0.0,0.0,0.0,0.0
32316,C1484,0.0,395.3E-6,2478.,2478.,0.0,0.0,0.0,0.0
32316,C1485,0.0,646.2E-6,5676.,5676.,0.0,0.0,0.0,0.0
32316,C1486,0.0,-151.3E-6,534.1,534.1,0.0,0.0,0.0,0.0
32316,C1487,0.0,-676.3E-6,9452.,9452.,0.0,0.0,0.0,0.0
32316,C1488,0.0,169.3E-6,-6.467,6.467,0.0,0.0,0.0,0.0
32316,C1489,0.0,0.001501,2859.,2859.,0.0,0.0,0.0,0.0
32316,C1490,0.0,-0.001500,4970.,4970.,0.0,0.0,0.0,0.0
32316,C1491,0.0,38.85E-6,3906.,3906.,0.0,0.0,0.0,0.0
32316,C1492,0.0,121.4E-6,6993.,6993.,0.0,0.0,0.0,0.0
32316,C1493,0.0,12.65E-6,-4.502,4.502,0.0,0.0,0.0,0.0
END_TABLE
