Arup





File WBBn_base_v48_base.gwb
Exported 02/02/2021 23:31:46

GSA 10.1.39.2 64-bit Copyright © Oasys 1985-2020

Reactions
"Reactions due to restraints, spring supports, applied displacements and grounded springs"
Output axes:  global
"Node list:  ""bearings bottom"""
Some of the combined results are from different analysis stages. The user should ensure that this combination is valid.

START_TABLE Reactions
,,[kN],[kN],[kN],[kN],[kNm],[kNm],[kNm],[kNm]
Node,Case,Fx,Fy,Fz,|F|,Mxx,Myy,Mzz,|M|
30098,C8,482.1E-9,1.014E-6,5977.,5977.,0.0,0.0,0.0,0.0
30098,C9,185.9E-9,816.4E-9,4746.,4746.,0.0,0.0,0.0,0.0
30098,C11,-97.46E-9,5.549E-6,25790.,25790.,0.0,0.0,0.0,0.0
30098,C12,-372.8E-9,5.153E-6,23690.,23690.,0.0,0.0,0.0,0.0
30098,C20,-4603.,223.9,-1378.,4810.,0.0,0.0,0.0,0.0
30098,C21,-4603.,223.9,792.4,4676.,0.0,0.0,0.0,0.0
30098,C22,4603.,-223.9,-792.4,4676.,0.0,0.0,0.0,0.0
30098,C23,4603.,-223.9,1378.,4810.,0.0,0.0,0.0,0.0
30098,C24,-28.95E-9,-4147.,1568.,4433.,0.0,0.0,0.0,0.0
30098,C25,135.5E-9,-4147.,3739.,5583.,0.0,0.0,0.0,0.0
30098,C26,-83.96E-9,4147.,-3739.,5583.,0.0,0.0,0.0,0.0
30098,C27,80.44E-9,4147.,-1568.,4433.,0.0,0.0,0.0,0.0
30098,C28,-4603.,-1435.,-316.8,4832.,0.0,0.0,0.0,0.0
30098,C29,-4603.,-1435.,1854.,5166.,0.0,0.0,0.0,0.0
30098,C30,-4603.,1883.,-2440.,5539.,0.0,0.0,0.0,0.0
30098,C31,-4603.,1883.,-269.0,4980.,0.0,0.0,0.0,0.0
30098,C32,-3075.,149.6,-921.9,3214.,0.0,0.0,0.0,0.0
30098,C33,-3075.,149.6,530.6,3124.,0.0,0.0,0.0,0.0
30098,C34,3075.,-149.6,-530.6,3124.,0.0,0.0,0.0,0.0
30098,C35,3075.,-149.6,921.9,3214.,0.0,0.0,0.0,0.0
30098,C36,28.58E-9,-2769.,1045.,2959.,0.0,0.0,0.0,0.0
30098,C37,1.970E-9,-2769.,2498.,3729.,0.0,0.0,0.0,0.0
30098,C38,67.31E-9,2769.,-2498.,3729.,0.0,0.0,0.0,0.0
30098,C39,40.69E-9,2769.,-1045.,2959.,0.0,0.0,0.0,0.0
30098,C40,-3075.,-957.9,-213.3,3228.,0.0,0.0,0.0,0.0
30098,C41,-3075.,-957.9,1239.,3451.,0.0,0.0,0.0,0.0
30098,C42,-3075.,1257.,-1631.,3701.,0.0,0.0,0.0,0.0
30098,C43,-3075.,1257.,-178.0,3327.,0.0,0.0,0.0,0.0
30098,C50,82.12E-9,3.743E-6,-0.01521,0.01521,0.0,0.0,0.0,0.0
30098,C51,-158.4E-9,-3.490E-6,0.01387,0.01387,0.0,0.0,0.0,0.0
30098,C52,10.75E-9,403.0E-9,0.02668,0.02668,0.0,0.0,0.0,0.0
30098,C53,-88.01E-9,-1.000E-6,-0.06669,0.06669,0.0,0.0,0.0,0.0
30098,C54,-3.439E-9,-16.43E-9,0.02350,0.02350,0.0,0.0,0.0,0.0
30098,C55,3.439E-9,16.43E-9,-0.02350,0.02350,0.0,0.0,0.0,0.0
30098,C56,-49.70E-9,-2.293E-6,0.003946,0.003946,0.0,0.0,0.0,0.0
30098,C57,49.70E-9,2.293E-6,-0.003946,0.003946,0.0,0.0,0.0,0.0
30098,C58,-11.72E-9,2.303E-6,0.01053,0.01053,0.0,0.0,0.0,0.0
30098,C59,11.72E-9,-2.303E-6,-0.01053,0.01053,0.0,0.0,0.0,0.0
30098,C60,2.937E-9,-2.611E-9,-441.4E-6,441.4E-6,0.0,0.0,0.0,0.0
30098,C61,-2.937E-9,2.611E-9,441.4E-6,441.4E-6,0.0,0.0,0.0,0.0
30098,C62,16.36E-9,7.541E-6,-3.459,3.459,0.0,0.0,0.0,0.0
30098,C63,-2.748E-9,-5.897E-6,-0.008964,0.008964,0.0,0.0,0.0,0.0
30098,C64,19.59E-9,-56.43E-9,-0.04344,0.04344,0.0,0.0,0.0,0.0
30098,C65,-19.59E-9,56.43E-9,0.04344,0.04344,0.0,0.0,0.0,0.0
30098,C66,42.93E-9,1.730E-6,-0.002148,0.002148,0.0,0.0,0.0,0.0
30098,C67,-146.9E-9,-2.238E-6,-0.03834,0.03834,0.0,0.0,0.0,0.0
30098,C68,92.76E-9,4.058E-6,-0.01283,0.01283,0.0,0.0,0.0,0.0
30098,C69,-227.0E-9,-4.253E-6,-0.01852,0.01852,0.0,0.0,0.0,0.0
30098,C70,43.96E-9,1.729E-6,-0.002302,0.002302,0.0,0.0,0.0,0.0
30098,C71,-147.9E-9,-2.237E-6,-0.03818,0.03818,0.0,0.0,0.0,0.0
30098,C72,95.70E-9,4.055E-6,-0.01327,0.01327,0.0,0.0,0.0,0.0
30098,C73,-229.9E-9,-4.250E-6,-0.01808,0.01808,0.0,0.0,0.0,0.0
30098,C74,50.82E-9,1.709E-6,-0.01751,0.01751,0.0,0.0,0.0,0.0
30098,C75,-154.8E-9,-2.218E-6,-0.02298,0.02298,0.0,0.0,0.0,0.0
30098,C76,49.79E-9,1.710E-6,-0.01735,0.01735,0.0,0.0,0.0,0.0
30098,C77,-153.8E-9,-2.219E-6,-0.02313,0.02313,0.0,0.0,0.0,0.0
30098,C78,115.3E-9,3.999E-6,-0.05671,0.05671,0.0,0.0,0.0,0.0
30098,C79,-249.5E-9,-4.194E-6,0.02536,0.02536,0.0,0.0,0.0,0.0
30098,C80,112.4E-9,4.002E-6,-0.05627,0.05627,0.0,0.0,0.0,0.0
30098,C81,-246.6E-9,-4.196E-6,0.02492,0.02492,0.0,0.0,0.0,0.0
30098,C82,-88.79E-9,4.026E-6,-3.450,3.450,0.0,0.0,0.0,0.0
30098,C83,-69.92E-9,-4.815E-6,0.006424,0.006424,0.0,0.0,0.0,0.0
30098,C84,-183.4E-9,445.6E-9,-2.577,2.577,0.0,0.0,0.0,0.0
30098,C85,-169.3E-9,-6.186E-6,0.01505,0.01505,0.0,0.0,0.0,0.0
30098,C86,-89.81E-9,4.027E-6,-3.450,3.450,0.0,0.0,0.0,0.0
30098,C87,-70.95E-9,-4.814E-6,0.006579,0.006579,0.0,0.0,0.0,0.0
30098,C88,-186.4E-9,448.2E-9,-2.577,2.577,0.0,0.0,0.0,0.0
30098,C89,-172.2E-9,-6.183E-6,0.01549,0.01549,0.0,0.0,0.0,0.0
30098,C90,-127.1E-9,5.319E-6,-3.520,3.520,0.0,0.0,0.0,0.0
30098,C91,-146.2E-9,-8.119E-6,-0.07080,0.07080,0.0,0.0,0.0,0.0
30098,C92,-212.2E-9,1.415E-6,-2.630,2.630,0.0,0.0,0.0,0.0
30098,C93,-226.5E-9,-8.663E-6,-0.04287,0.04287,0.0,0.0,0.0,0.0
30098,C95,102.2E-9,4.661E-6,-0.01894,0.01894,0.0,0.0,0.0,0.0
30098,C96,-201.0E-9,-4.429E-6,0.01760,0.01760,0.0,0.0,0.0,0.0
30098,C97,10.75E-9,403.0E-9,0.02668,0.02668,0.0,0.0,0.0,0.0
30098,C98,-88.01E-9,-1.000E-6,-0.06669,0.06669,0.0,0.0,0.0,0.0
30098,C99,-3.439E-9,-16.43E-9,0.02350,0.02350,0.0,0.0,0.0,0.0
30098,C100,3.439E-9,16.43E-9,-0.02350,0.02350,0.0,0.0,0.0,0.0
30098,C101,49.70E-9,2.293E-6,-0.003946,0.003946,0.0,0.0,0.0,0.0
30098,C102,-49.70E-9,-2.293E-6,0.003946,0.003946,0.0,0.0,0.0,0.0
30098,C103,11.72E-9,-2.303E-6,-0.01053,0.01053,0.0,0.0,0.0,0.0
30098,C104,-11.72E-9,2.303E-6,0.01053,0.01053,0.0,0.0,0.0,0.0
30098,C105,2.937E-9,-2.611E-9,-441.4E-6,441.4E-6,0.0,0.0,0.0,0.0
30098,C106,-2.937E-9,2.611E-9,441.4E-6,441.4E-6,0.0,0.0,0.0,0.0
30098,C107,16.36E-9,7.541E-6,-3.459,3.459,0.0,0.0,0.0,0.0
30098,C108,-2.748E-9,-5.897E-6,-0.008964,0.008964,0.0,0.0,0.0,0.0
30098,C109,-19.59E-9,56.43E-9,0.04344,0.04344,0.0,0.0,0.0,0.0
30098,C110,19.59E-9,-56.43E-9,-0.04344,0.04344,0.0,0.0,0.0,0.0
30098,C111,49.98E-9,2.051E-6,-0.003453,0.003453,0.0,0.0,0.0,0.0
30098,C112,-161.8E-9,-2.567E-6,-0.03703,0.03703,0.0,0.0,0.0,0.0
30098,C113,112.9E-9,4.975E-6,-0.01656,0.01656,0.0,0.0,0.0,0.0
30098,C114,-269.6E-9,-5.191E-6,-0.01479,0.01479,0.0,0.0,0.0,0.0
30098,C115,51.00E-9,2.050E-6,-0.003607,0.003607,0.0,0.0,0.0,0.0
30098,C116,-162.8E-9,-2.566E-6,-0.03688,0.03688,0.0,0.0,0.0,0.0
30098,C117,115.8E-9,4.973E-6,-0.01700,0.01700,0.0,0.0,0.0,0.0
30098,C118,-272.5E-9,-5.189E-6,-0.01435,0.01435,0.0,0.0,0.0,0.0
30098,C119,57.86E-9,2.030E-6,-0.01881,0.01881,0.0,0.0,0.0,0.0
30098,C120,-169.7E-9,-2.546E-6,-0.02167,0.02167,0.0,0.0,0.0,0.0
30098,C121,56.83E-9,2.031E-6,-0.01866,0.01866,0.0,0.0,0.0,0.0
30098,C122,-168.7E-9,-2.547E-6,-0.02183,0.02183,0.0,0.0,0.0,0.0
30098,C123,135.4E-9,4.916E-6,-0.06044,0.06044,0.0,0.0,0.0,0.0
30098,C124,-292.1E-9,-5.132E-6,0.02909,0.02909,0.0,0.0,0.0,0.0
30098,C125,132.5E-9,4.919E-6,-0.06000,0.06000,0.0,0.0,0.0,0.0
30098,C126,-289.2E-9,-5.135E-6,0.02864,0.02864,0.0,0.0,0.0,0.0
30098,C127,-103.7E-9,3.698E-6,-3.448,3.448,0.0,0.0,0.0,0.0
30098,C128,-84.83E-9,-5.144E-6,0.007729,0.007729,0.0,0.0,0.0,0.0
30098,C129,-226.0E-9,-492.6E-9,-2.573,2.573,0.0,0.0,0.0,0.0
30098,C130,-211.9E-9,-7.124E-6,0.01878,0.01878,0.0,0.0,0.0,0.0
30098,C131,-104.7E-9,3.699E-6,-3.448,3.448,0.0,0.0,0.0,0.0
30098,C132,-85.85E-9,-5.143E-6,0.007883,0.007883,0.0,0.0,0.0,0.0
30098,C133,-228.9E-9,-490.0E-9,-2.573,2.573,0.0,0.0,0.0,0.0
30098,C134,-214.8E-9,-7.121E-6,0.01922,0.01922,0.0,0.0,0.0,0.0
30098,C135,-142.0E-9,4.990E-6,-3.519,3.519,0.0,0.0,0.0,0.0
30098,C136,-161.1E-9,-8.447E-6,-0.06949,0.06949,0.0,0.0,0.0,0.0
30098,C137,-254.7E-9,476.6E-9,-2.626,2.626,0.0,0.0,0.0,0.0
30098,C138,-269.1E-9,-9.601E-6,-0.03914,0.03914,0.0,0.0,0.0,0.0
30098,C140,-1.199E-9,268.0E-9,1096.,1096.,0.0,0.0,0.0,0.0
30098,C141,305.5E-9,0.01690,-184.3,184.3,0.0,0.0,0.0,0.0
30098,C142,285.7E-9,0.01690,8021.,8021.,0.0,0.0,0.0,0.0
30098,C143,285.4E-9,0.01690,8035.,8035.,0.0,0.0,0.0,0.0
30098,C144,208.6E-9,0.01690,18140.,18140.,0.0,0.0,0.0,0.0
30098,C146,-95.74E-9,199.1E-9,-0.004179,0.004179,0.0,0.0,0.0,0.0
30098,C147,32.01E-9,-66.45E-9,0.001396,0.001396,0.0,0.0,0.0,0.0
30098,C150,208.6E-9,0.01690,18140.,18140.,0.0,0.0,0.0,0.0
30098,C162,-95.74E-9,199.1E-9,-0.004179,0.004179,0.0,0.0,0.0,0.0
30098,C163,32.01E-9,-66.45E-9,0.001396,0.001396,0.0,0.0,0.0,0.0
30098,C164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30098,C165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30098,C166,-60.71E-9,0.02998,-705.6,705.6,0.0,0.0,0.0,0.0
30098,C167,-75.94E-9,0.02998,-747.1,747.1,0.0,0.0,0.0,0.0
30098,C168,-75.94E-9,0.02998,-747.1,747.1,0.0,0.0,0.0,0.0
30098,C169,163.2E-9,0.02998,-3394.,3394.,0.0,0.0,0.0,0.0
30098,C170,215.9E-9,0.01690,-89.87,89.87,0.0,0.0,0.0,0.0
30098,C171,207.5E-9,0.01690,-41.54,41.54,0.0,0.0,0.0,0.0
30098,C172,207.5E-9,0.01690,-41.54,41.54,0.0,0.0,0.0,0.0
30098,C173,339.5E-9,0.01690,3255.,3255.,0.0,0.0,0.0,0.0
30098,C174,305.4E-9,0.01690,-199.1,199.1,0.0,0.0,0.0,0.0
30098,C175,305.5E-9,0.01690,-184.3,184.3,0.0,0.0,0.0,0.0
31307,A1,0.0,0.0,16960.,16960.,0.0,0.0,0.0,0.0
31307,A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31307,A3,0.0,0.0,4974.,4974.,0.0,0.0,0.0,0.0
31307,A4,0.0,0.0,2655.,2655.,0.0,0.0,0.0,0.0
31307,A5,0.0,0.0,1800.,1800.,0.0,0.0,0.0,0.0
31307,A6,0.0,0.0,633.0,633.0,0.0,0.0,0.0,0.0
31307,A7,0.0,0.0,876.3,876.3,0.0,0.0,0.0,0.0
31307,A8,0.0,0.0,1680.,1680.,0.0,0.0,0.0,0.0
31307,A9,0.0,0.0,3901.,3901.,0.0,0.0,0.0,0.0
31307,A10,0.0,0.0,798.2,798.2,0.0,0.0,0.0,0.0
31307,A11,0.0,0.0,5977.,5977.,0.0,0.0,0.0,0.0
31307,A12,0.0,0.0,4746.,4746.,0.0,0.0,0.0,0.0
31307,A13,0.0,0.0,509.9,509.9,0.0,0.0,0.0,0.0
31307,A14,0.0,0.0,1134.,1134.,0.0,0.0,0.0,0.0
31307,A20,0.0,0.0,4.445,4.445,0.0,0.0,0.0,0.0
31307,A21,0.0,0.0,2.972,2.972,0.0,0.0,0.0,0.0
31307,A22,0.0,0.0,81.40,81.40,0.0,0.0,0.0,0.0
31307,A23,0.0,0.0,54.48,54.48,0.0,0.0,0.0,0.0
31307,A24,0.0,0.0,-21.41,21.41,0.0,0.0,0.0,0.0
31307,A25,0.0,0.0,-14.37,14.37,0.0,0.0,0.0,0.0
31307,A26,0.0,0.0,-2448.,2448.,0.0,0.0,0.0,0.0
31307,A27,0.0,0.0,2448.,2448.,0.0,0.0,0.0,0.0
31307,A28,0.0,0.0,-1637.,1637.,0.0,0.0,0.0,0.0
31307,A29,0.0,0.0,1637.,1637.,0.0,0.0,0.0,0.0
31307,A30,0.0,0.0,-121.2,121.2,0.0,0.0,0.0,0.0
31307,A31,0.0,0.0,121.2,121.2,0.0,0.0,0.0,0.0
31307,A32,0.0,0.0,-81.01,81.01,0.0,0.0,0.0,0.0
31307,A33,0.0,0.0,81.01,81.01,0.0,0.0,0.0,0.0
31307,A34,0.0,0.0,-1085.,1085.,0.0,0.0,0.0,0.0
31307,A35,0.0,0.0,-726.3,726.3,0.0,0.0,0.0,0.0
31307,A36,0.0,0.0,2.527,2.527,0.0,0.0,0.0,0.0
31307,A37,0.0,0.0,1.616,1.616,0.0,0.0,0.0,0.0
31307,A38,0.0,0.0,-84.59,84.59,0.0,0.0,0.0,0.0
31307,A39,0.0,0.0,-54.09,54.09,0.0,0.0,0.0,0.0
31307,A40,0.0,0.0,0.01348,0.01348,0.0,0.0,0.0,0.0
31307,A41,0.0,0.0,-0.01479,0.01479,0.0,0.0,0.0,0.0
31307,A42,0.0,0.0,-0.06662,0.06662,0.0,0.0,0.0,0.0
31307,A43,0.0,0.0,0.02665,0.02665,0.0,0.0,0.0,0.0
31307,A44,0.0,0.0,0.02352,0.02352,0.0,0.0,0.0,0.0
31307,A45,0.0,0.0,0.007746,0.007746,0.0,0.0,0.0,0.0
31307,A46,0.0,0.0,442.4E-6,442.4E-6,0.0,0.0,0.0,0.0
31307,A47,0.0,0.0,-3.461,3.461,0.0,0.0,0.0,0.0
31307,A48,0.0,0.0,-0.006155,0.006155,0.0,0.0,0.0,0.0
31307,A49,0.0,0.0,0.04332,0.04332,0.0,0.0,0.0,0.0
31307,A50,0.0,0.0,0.006695,0.006695,0.0,0.0,0.0,0.0
31307,A100,0.0,0.0,2356.,2356.,0.0,0.0,0.0,0.0
31307,A101,0.0,0.0,1096.,1096.,0.0,0.0,0.0,0.0
31307,A102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31307,A103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31307,A104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31307,A105,0.0,0.0,-705.6,705.6,0.0,0.0,0.0,0.0
31307,A106,0.0,0.0,-41.51,41.51,0.0,0.0,0.0,0.0
31307,A107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31307,A108,0.0,0.0,-2647.,2647.,0.0,0.0,0.0,0.0
31307,A109,0.0,0.0,3304.,3304.,0.0,0.0,0.0,0.0
31307,A110,0.0,0.0,48.32,48.32,0.0,0.0,0.0,0.0
31307,A111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31307,A112,0.0,0.0,3296.,3296.,0.0,0.0,0.0,0.0
31307,A113,0.0,0.0,-3454.,3454.,0.0,0.0,0.0,0.0
31307,A114,0.0,0.0,14.88,14.88,0.0,0.0,0.0,0.0
31307,A115,0.0,0.0,7109.,7109.,0.0,0.0,0.0,0.0
31307,A116,0.0,0.0,13.97,13.97,0.0,0.0,0.0,0.0
31307,A117,0.0,0.0,10100.,10100.,0.0,0.0,0.0,0.0
31307,A118,0.0,0.0,-283.4E-6,283.4E-6,0.0,0.0,0.0,0.0
31307,A119,0.0,0.0,161.3E-6,161.3E-6,0.0,0.0,0.0,0.0
31307,A120,0.0,0.0,-70.96E-6,70.96E-6,0.0,0.0,0.0,0.0
31307,A121,0.0,0.0,108.5E-6,108.5E-6,0.0,0.0,0.0,0.0
31307,A122,0.0,0.0,-48.38E-6,48.38E-6,0.0,0.0,0.0,0.0
31307,A123,0.0,0.0,50.70E-6,50.70E-6,0.0,0.0,0.0,0.0
31307,A124,0.0,0.0,-2.872E-6,2.872E-6,0.0,0.0,0.0,0.0
31307,A125,0.0,0.0,2.578E-6,2.578E-6,0.0,0.0,0.0,0.0
31307,A126,0.0,0.0,44.77E-6,44.77E-6,0.0,0.0,0.0,0.0
31307,A127,0.0,0.0,-42.12E-6,42.12E-6,0.0,0.0,0.0,0.0
31307,A128,0.0,0.0,100.2E-6,100.2E-6,0.0,0.0,0.0,0.0
31307,A129,0.0,0.0,-66.64E-6,66.64E-6,0.0,0.0,0.0,0.0
31307,A130,0.0,0.0,151.7E-6,151.7E-6,0.0,0.0,0.0,0.0
31307,A131,0.0,0.0,-267.6E-6,267.6E-6,0.0,0.0,0.0,0.0
31307,C1,0.0,0.0,25760.,25760.,0.0,0.0,0.0,0.0
31307,C2,0.0,0.0,24900.,24900.,0.0,0.0,0.0,0.0
31307,C4,0.0,0.0,18180.,18180.,0.0,0.0,0.0,0.0
31307,C5,0.0,0.0,17320.,17320.,0.0,0.0,0.0,0.0
31307,C6,0.0,0.0,509.9,509.9,0.0,0.0,0.0,0.0
31307,C7,0.0,0.0,1134.,1134.,0.0,0.0,0.0,0.0
31307,C8,0.0,0.0,5977.,5977.,0.0,0.0,0.0,0.0
31307,C9,0.0,0.0,4746.,4746.,0.0,0.0,0.0,0.0
31307,C11,0.0,0.0,25810.,25810.,0.0,0.0,0.0,0.0
31307,C12,0.0,0.0,23710.,23710.,0.0,0.0,0.0,0.0
31307,C20,0.0,0.0,-1018.,1018.,0.0,0.0,0.0,0.0
31307,C21,0.0,0.0,1152.,1152.,0.0,0.0,0.0,0.0
31307,C22,0.0,0.0,-1152.,1152.,0.0,0.0,0.0,0.0
31307,C23,0.0,0.0,1018.,1018.,0.0,0.0,0.0,0.0
31307,C24,0.0,0.0,-3739.,3739.,0.0,0.0,0.0,0.0
31307,C25,0.0,0.0,-1568.,1568.,0.0,0.0,0.0,0.0
31307,C26,0.0,0.0,1568.,1568.,0.0,0.0,0.0,0.0
31307,C27,0.0,0.0,3739.,3739.,0.0,0.0,0.0,0.0
31307,C28,0.0,0.0,-2080.,2080.,0.0,0.0,0.0,0.0
31307,C29,0.0,0.0,90.81,90.81,0.0,0.0,0.0,0.0
31307,C30,0.0,0.0,43.06,43.06,0.0,0.0,0.0,0.0
31307,C31,0.0,0.0,2214.,2214.,0.0,0.0,0.0,0.0
31307,C32,0.0,0.0,-681.6,681.6,0.0,0.0,0.0,0.0
31307,C33,0.0,0.0,771.0,771.0,0.0,0.0,0.0,0.0
31307,C34,0.0,0.0,-771.0,771.0,0.0,0.0,0.0,0.0
31307,C35,0.0,0.0,681.6,681.6,0.0,0.0,0.0,0.0
31307,C36,0.0,0.0,-2498.,2498.,0.0,0.0,0.0,0.0
31307,C37,0.0,0.0,-1045.,1045.,0.0,0.0,0.0,0.0
31307,C38,0.0,0.0,1045.,1045.,0.0,0.0,0.0,0.0
31307,C39,0.0,0.0,2498.,2498.,0.0,0.0,0.0,0.0
31307,C40,0.0,0.0,-1390.,1390.,0.0,0.0,0.0,0.0
31307,C41,0.0,0.0,62.29,62.29,0.0,0.0,0.0,0.0
31307,C42,0.0,0.0,27.08,27.08,0.0,0.0,0.0,0.0
31307,C43,0.0,0.0,1480.,1480.,0.0,0.0,0.0,0.0
31307,C50,0.0,0.0,-0.01479,0.01479,0.0,0.0,0.0,0.0
31307,C51,0.0,0.0,0.01348,0.01348,0.0,0.0,0.0,0.0
31307,C52,0.0,0.0,0.02665,0.02665,0.0,0.0,0.0,0.0
31307,C53,0.0,0.0,-0.06662,0.06662,0.0,0.0,0.0,0.0
31307,C54,0.0,0.0,0.02352,0.02352,0.0,0.0,0.0,0.0
31307,C55,0.0,0.0,-0.02352,0.02352,0.0,0.0,0.0,0.0
31307,C56,0.0,0.0,0.007746,0.007746,0.0,0.0,0.0,0.0
31307,C57,0.0,0.0,-0.007746,0.007746,0.0,0.0,0.0,0.0
31307,C58,0.0,0.0,0.006695,0.006695,0.0,0.0,0.0,0.0
31307,C59,0.0,0.0,-0.006695,0.006695,0.0,0.0,0.0,0.0
31307,C60,0.0,0.0,-442.4E-6,442.4E-6,0.0,0.0,0.0,0.0
31307,C61,0.0,0.0,442.4E-6,442.4E-6,0.0,0.0,0.0,0.0
31307,C62,0.0,0.0,-3.461,3.461,0.0,0.0,0.0,0.0
31307,C63,0.0,0.0,-0.006155,0.006155,0.0,0.0,0.0,0.0
31307,C64,0.0,0.0,-0.04332,0.04332,0.0,0.0,0.0,0.0
31307,C65,0.0,0.0,0.04332,0.04332,0.0,0.0,0.0,0.0
31307,C66,0.0,0.0,-0.002042,0.002042,0.0,0.0,0.0,0.0
31307,C67,0.0,0.0,-0.03839,0.03839,0.0,0.0,0.0,0.0
31307,C68,0.0,0.0,-0.01244,0.01244,0.0,0.0,0.0,0.0
31307,C69,0.0,0.0,-0.01885,0.01885,0.0,0.0,0.0,0.0
31307,C70,0.0,0.0,-0.002197,0.002197,0.0,0.0,0.0,0.0
31307,C71,0.0,0.0,-0.03824,0.03824,0.0,0.0,0.0,0.0
31307,C72,0.0,0.0,-0.01288,0.01288,0.0,0.0,0.0,0.0
31307,C73,0.0,0.0,-0.01841,0.01841,0.0,0.0,0.0,0.0
31307,C74,0.0,0.0,-0.01736,0.01736,0.0,0.0,0.0,0.0
31307,C75,0.0,0.0,-0.02307,0.02307,0.0,0.0,0.0,0.0
31307,C76,0.0,0.0,-0.01720,0.01720,0.0,0.0,0.0,0.0
31307,C77,0.0,0.0,-0.02323,0.02323,0.0,0.0,0.0,0.0
31307,C78,0.0,0.0,-0.05620,0.05620,0.0,0.0,0.0,0.0
31307,C79,0.0,0.0,0.02491,0.02491,0.0,0.0,0.0,0.0
31307,C80,0.0,0.0,-0.05576,0.05576,0.0,0.0,0.0,0.0
31307,C81,0.0,0.0,0.02447,0.02447,0.0,0.0,0.0,0.0
31307,C82,0.0,0.0,-3.449,3.449,0.0,0.0,0.0,0.0
31307,C83,0.0,0.0,0.005258,0.005258,0.0,0.0,0.0,0.0
31307,C84,0.0,0.0,-2.577,2.577,0.0,0.0,0.0,0.0
31307,C85,0.0,0.0,0.01389,0.01389,0.0,0.0,0.0,0.0
31307,C86,0.0,0.0,-3.449,3.449,0.0,0.0,0.0,0.0
31307,C87,0.0,0.0,0.005412,0.005412,0.0,0.0,0.0,0.0
31307,C88,0.0,0.0,-2.576,2.576,0.0,0.0,0.0,0.0
31307,C89,0.0,0.0,0.01433,0.01433,0.0,0.0,0.0,0.0
31307,C90,0.0,0.0,-3.523,3.523,0.0,0.0,0.0,0.0
31307,C91,0.0,0.0,-0.06806,0.06806,0.0,0.0,0.0,0.0
31307,C92,0.0,0.0,-2.633,2.633,0.0,0.0,0.0,0.0
31307,C93,0.0,0.0,-0.04110,0.04110,0.0,0.0,0.0,0.0
31307,C95,0.0,0.0,-0.01841,0.01841,0.0,0.0,0.0,0.0
31307,C96,0.0,0.0,0.01711,0.01711,0.0,0.0,0.0,0.0
31307,C97,0.0,0.0,0.02665,0.02665,0.0,0.0,0.0,0.0
31307,C98,0.0,0.0,-0.06662,0.06662,0.0,0.0,0.0,0.0
31307,C99,0.0,0.0,0.02352,0.02352,0.0,0.0,0.0,0.0
31307,C100,0.0,0.0,-0.02352,0.02352,0.0,0.0,0.0,0.0
31307,C101,0.0,0.0,-0.007746,0.007746,0.0,0.0,0.0,0.0
31307,C102,0.0,0.0,0.007746,0.007746,0.0,0.0,0.0,0.0
31307,C103,0.0,0.0,-0.006695,0.006695,0.0,0.0,0.0,0.0
31307,C104,0.0,0.0,0.006695,0.006695,0.0,0.0,0.0,0.0
31307,C105,0.0,0.0,-442.4E-6,442.4E-6,0.0,0.0,0.0,0.0
31307,C106,0.0,0.0,442.4E-6,442.4E-6,0.0,0.0,0.0,0.0
31307,C107,0.0,0.0,-3.461,3.461,0.0,0.0,0.0,0.0
31307,C108,0.0,0.0,-0.006155,0.006155,0.0,0.0,0.0,0.0
31307,C109,0.0,0.0,0.04332,0.04332,0.0,0.0,0.0,0.0
31307,C110,0.0,0.0,-0.04332,0.04332,0.0,0.0,0.0,0.0
31307,C111,0.0,0.0,-0.003310,0.003310,0.0,0.0,0.0,0.0
31307,C112,0.0,0.0,-0.03712,0.03712,0.0,0.0,0.0,0.0
31307,C113,0.0,0.0,-0.01606,0.01606,0.0,0.0,0.0,0.0
31307,C114,0.0,0.0,-0.01523,0.01523,0.0,0.0,0.0,0.0
31307,C115,0.0,0.0,-0.003465,0.003465,0.0,0.0,0.0,0.0
31307,C116,0.0,0.0,-0.03697,0.03697,0.0,0.0,0.0,0.0
31307,C117,0.0,0.0,-0.01650,0.01650,0.0,0.0,0.0,0.0
31307,C118,0.0,0.0,-0.01478,0.01478,0.0,0.0,0.0,0.0
31307,C119,0.0,0.0,-0.01863,0.01863,0.0,0.0,0.0,0.0
31307,C120,0.0,0.0,-0.02180,0.02180,0.0,0.0,0.0,0.0
31307,C121,0.0,0.0,-0.01847,0.01847,0.0,0.0,0.0,0.0
31307,C122,0.0,0.0,-0.02196,0.02196,0.0,0.0,0.0,0.0
31307,C123,0.0,0.0,-0.05983,0.05983,0.0,0.0,0.0,0.0
31307,C124,0.0,0.0,0.02854,0.02854,0.0,0.0,0.0,0.0
31307,C125,0.0,0.0,-0.05938,0.05938,0.0,0.0,0.0,0.0
