Arup





File WBBn_base_v48_traffic (Node effects)_solved.gwb
Exported 03/02/2021 16:31:59

GSA 10.1.39.2 64-bit Copyright © Oasys 1985-2020

Displacements
Displacements reported at nodes;  fully restrained nodes are excluded
Output axes:  global
"Node list:  ""bearings top"""

START_TABLE Displacements
,,[mm],[mm],[mm],[mm],[rad],[rad],[rad],[rad],[mm]
Node,Case,Ux,Uy,Uz,|U|,Rxx,Ryy,Rzz,|R|,Uxy
30097,A71,5.212E-12,388.5E-12,-0.07973,0.07973,0.001496,0.002642,134.0E-6,0.003039,388.5E-12
30097,A72,-1.802E-12,1.214E-9,-0.03807,0.03807,181.5E-6,17.26E-6,-40.51E-6,186.8E-6,1.214E-9
30097,A73,0.0,126.4E-12,-0.007843,0.007843,808.3E-6,-86.26E-6,-59.77E-6,815.1E-6,126.4E-12
30097,C1421,3.035E-12,6.286E-9,-0.08200,0.08200,346.5E-6,0.003473,541.6E-6,0.003532,6.286E-9
30097,C1422,-3.406E-12,1.250E-9,-0.01469,0.01469,248.7E-6,-54.57E-6,-459.4E-6,525.3E-6,1.250E-9
30097,C1423,-1.222E-12,5.597E-9,-0.08551,0.08551,440.3E-6,0.003742,504.4E-6,0.003801,5.597E-9
30097,C1424,-4.594E-12,3.428E-9,-0.01445,0.01445,197.7E-6,-235.1E-6,-438.5E-6,535.4E-6,3.428E-9
30097,C1425,3.711E-12,5.439E-9,-0.07970,0.07970,452.6E-6,0.004032,295.4E-6,0.004068,5.439E-9
30097,C1426,-5.140E-12,-4.058E-9,-0.03142,0.03142,805.4E-6,-742.7E-6,59.03E-6,0.001097,4.058E-9
30097,C1427,2.254E-12,6.445E-9,-0.08937,0.08937,277.2E-6,0.003438,334.4E-6,0.003466,6.445E-9
30097,C1428,0.0,645.5E-12,-0.001111,0.001111,15.64E-6,-36.18E-6,-14.78E-6,42.10E-6,645.5E-12
30097,C1429,10.07E-12,4.903E-9,-0.08756,0.08756,284.7E-6,0.003247,370.3E-6,0.003281,4.904E-9
30097,C1430,0.0,-4.873E-12,-0.006508,0.006508,276.0E-6,-77.22E-6,-14.90E-6,287.0E-6,4.875E-12
30097,C1431,1.721E-12,1.526E-9,-0.08432,0.08432,324.6E-6,0.003060,481.8E-6,0.003115,1.526E-9
30097,C1432,0.0,5.440E-9,-0.01165,0.01165,387.3E-6,-219.8E-6,-308.0E-6,541.5E-6,5.440E-9
30097,C1433,-1.443E-12,7.496E-9,-0.03680,0.03680,123.6E-6,0.001052,-371.5E-6,0.001122,7.496E-9
30097,C1434,-3.219E-12,-6.590E-9,-0.05016,0.05016,0.001439,707.5E-6,345.6E-6,0.001641,6.590E-9
30097,C1435,0.0,7.593E-9,-0.02289,0.02289,76.18E-6,410.2E-6,-408.5E-6,583.9E-6,7.593E-9
30097,C1436,0.0,-5.225E-9,-0.06037,0.06037,0.001542,0.001206,348.3E-6,0.001988,5.225E-9
30097,C1437,-3.255E-12,8.643E-9,-0.01796,0.01796,14.66E-6,317.4E-6,-358.6E-6,479.1E-6,8.643E-9
30097,C1438,-2.965E-12,-5.174E-9,-0.06652,0.06652,0.001578,0.001477,323.3E-6,0.002186,5.174E-9
30097,C1439,0.0,-7.693E-9,-0.02630,0.02630,645.2E-6,589.1E-6,-319.8E-6,930.4E-6,7.693E-9
30097,C1440,0.0,6.799E-9,-0.05053,0.05053,-10.94E-6,0.001829,301.5E-6,0.001853,6.799E-9
30097,C1441,1.517E-12,-7.831E-9,-0.02070,0.02070,736.9E-6,789.6E-6,-321.2E-6,0.001127,7.831E-9
30097,C1442,0.0,5.411E-9,-0.04943,0.04943,17.65E-6,0.001269,286.7E-6,0.001301,5.411E-9
30097,C1443,2.843E-12,-8.862E-9,-0.01408,0.01408,778.3E-6,658.8E-6,-279.6E-6,0.001057,8.862E-9
30097,C1444,-2.934E-12,5.273E-9,-0.05002,0.05002,48.44E-6,898.4E-6,263.1E-6,937.3E-6,5.273E-9
30097,C1445,-3.811E-12,-4.068E-9,-0.03940,0.03940,417.3E-6,0.002689,59.41E-6,0.002722,4.068E-9
30097,C1446,-1.226E-12,-106.9E-12,-0.04283,0.04283,0.001324,-384.4E-6,19.08E-6,0.001379,106.9E-12
30097,C1447,-3.231E-12,-3.973E-9,-0.01529,0.01529,222.7E-6,-589.3E-6,82.30E-6,635.3E-6,3.973E-9
30097,C1448,-3.361E-12,-286.6E-12,-0.06517,0.06517,699.8E-6,0.002891,156.1E-6,0.002978,286.6E-12
30097,C1449,9.660E-12,-50.28E-12,-0.06130,0.06130,0.001096,0.003050,187.1E-6,0.003246,51.20E-12
30097,C1450,-8.194E-12,268.3E-12,-0.02943,0.02943,911.9E-6,-652.9E-6,-45.26E-6,0.001122,268.5E-12
30097,C1451,14.01E-12,-780.4E-12,-0.05869,0.05869,690.3E-6,0.002901,139.3E-6,0.002985,780.5E-12
30097,C1452,-9.099E-12,3.291E-9,-0.01893,0.01893,187.1E-6,-614.8E-6,-70.50E-6,646.5E-6,3.291E-9
30097,C1453,5.451E-12,6.836E-9,-0.07272,0.07272,121.5E-6,0.002688,518.0E-6,0.002740,6.836E-9
30097,C1454,1.583E-12,-6.722E-9,-0.01649,0.01649,498.1E-6,843.5E-6,-349.1E-6,0.001040,6.722E-9
30097,C1455,0.0,383.8E-12,-0.07816,0.07816,0.001547,0.002750,126.7E-6,0.003158,383.8E-12
30097,C1456,4.128E-12,-5.243E-9,-0.04878,0.04878,789.4E-6,0.002772,44.64E-6,0.002882,5.243E-9
30097,C1457,-6.214E-12,3.803E-9,-0.01990,0.01990,176.6E-6,-569.7E-6,-72.92E-6,600.8E-6,3.803E-9
30097,C1458,0.0,-1.274E-9,-0.04605,0.04605,213.4E-6,737.7E-6,466.8E-6,898.7E-6,1.274E-9
30097,C1459,3.173E-12,1.109E-9,-0.03105,0.03105,504.0E-6,0.001278,-313.0E-6,0.001409,1.109E-9
30097,C1460,9.837E-12,5.407E-9,-0.07948,0.07948,450.9E-6,0.004033,282.1E-6,0.004068,5.407E-9
30097,C1461,-1.431E-12,-3.923E-9,-0.02167,0.02167,247.8E-6,-623.4E-6,99.30E-6,678.2E-6,3.923E-9
30097,C1462,0.0,-881.3E-12,-0.06038,0.06038,375.0E-6,0.001814,561.6E-6,0.001936,881.3E-12
30097,C1463,-2.651E-12,1.390E-9,-0.01472,0.01472,333.7E-6,115.6E-6,-411.2E-6,542.0E-6,1.390E-9
30097,C1464,2.875E-12,3.576E-9,-0.06736,0.06736,367.5E-6,0.002205,-3.319E-6,0.002236,3.576E-9
30097,C1465,0.0,-51.54E-12,-185.6E-6,185.6E-6,11.12E-6,-1.406E-6,-7.590E-6,13.54E-6,51.54E-12
30097,C1466,-3.573E-12,-67.48E-12,-0.03538,0.03538,170.0E-6,-218.9E-6,23.61E-6,278.2E-6,67.58E-12
30097,C1467,12.56E-12,-3.917E-9,-0.04772,0.04772,657.2E-6,0.002594,66.71E-6,0.002677,3.917E-9
30097,C1468,-5.662E-12,5.017E-9,-0.01976,0.01976,153.0E-6,-608.8E-6,-128.5E-6,640.8E-6,5.017E-9
30097,C1469,-2.953E-12,-1.164E-9,-0.01809,0.01809,456.2E-6,234.7E-6,-378.7E-6,637.7E-6,1.164E-9
30097,C1470,2.252E-12,1.531E-9,-0.05225,0.05225,8.109E-6,0.001420,471.6E-6,0.001496,1.531E-9
30097,C1471,2.299E-12,1.016E-9,-0.08252,0.08252,304.5E-6,0.002541,481.4E-6,0.002604,1.016E-9
30097,C1472,0.0,-58.08E-12,-0.004067,0.004067,161.8E-6,7.710E-6,-293.0E-6,334.8E-6,58.08E-12
30097,C1473,6.309E-12,4.054E-9,-0.06743,0.06743,432.9E-6,0.003368,234.0E-6,0.003404,4.054E-9
30097,C1474,-5.807E-12,-5.166E-9,-0.02385,0.02385,245.0E-6,-662.0E-6,158.9E-6,723.5E-6,5.166E-9
30097,C1475,1.134E-12,-1.527E-9,-0.01649,0.01649,449.2E-6,458.3E-6,-379.1E-6,745.3E-6,1.527E-9
30097,C1476,-3.147E-12,1.026E-9,-0.04935,0.04935,26.42E-6,0.001001,458.7E-6,0.001101,1.026E-9
30097,C1477,0.0,-6.669E-9,-0.05750,0.05750,0.001196,0.001956,-33.14E-6,0.002293,6.669E-9
30097,C1478,1.290E-12,2.650E-9,-0.009733,0.009733,-36.77E-6,430.7E-6,71.64E-6,438.2E-6,2.650E-9
30097,C1479,2.150E-12,7.004E-9,-0.09556,0.09556,0.001176,0.002856,291.6E-6,0.003102,7.004E-9
30097,C1480,0.0,-2.651E-9,29.15E-6,29.15E-6,77.77E-6,111.0E-6,-60.53E-6,148.4E-6,2.651E-9
30097,C1481,-1.646E-12,-15.00E-9,-0.02179,0.02179,622.2E-6,694.6E-6,-41.86E-6,933.5E-6,15.00E-9
30097,C1482,-1.510E-12,15.02E-9,-0.07075,0.07075,216.3E-6,0.002641,225.7E-6,0.002659,15.02E-9
30097,C1483,-6.495E-12,-3.587E-9,-0.03186,0.03186,274.3E-6,-143.3E-6,173.1E-6,354.6E-6,3.587E-9
30097,C1484,4.904E-12,3.953E-9,-0.06833,0.06833,429.0E-6,0.003379,224.2E-6,0.003413,3.953E-9
30097,C1485,-2.432E-12,6.462E-9,-0.04604,0.04604,112.5E-6,759.9E-6,-126.3E-6,778.5E-6,6.462E-9
30097,C1486,0.0,-1.513E-9,-0.01278,0.01278,700.6E-6,-186.0E-6,-2.610E-6,724.9E-6,1.513E-9
30097,C1487,-2.346E-12,-6.763E-9,-0.04300,0.04300,309.5E-6,250.9E-6,230.8E-6,460.5E-6,6.763E-9
30097,C1488,0.0,1.693E-9,-0.004593,0.004593,406.1E-6,-59.76E-6,-60.10E-6,414.8E-6,1.693E-9
30097,C1489,-1.664E-12,15.02E-9,-0.07075,0.07075,216.3E-6,0.002641,225.7E-6,0.002659,15.02E-9
30097,C1490,0.0,-15.00E-9,-0.02179,0.02179,622.2E-6,694.6E-6,-41.86E-6,933.5E-6,15.00E-9
30097,C1491,5.212E-12,388.5E-12,-0.07973,0.07973,0.001496,0.002642,134.0E-6,0.003039,388.5E-12
30097,C1492,-1.802E-12,1.214E-9,-0.03807,0.03807,181.5E-6,17.26E-6,-40.51E-6,186.8E-6,1.214E-9
30097,C1493,0.0,126.4E-12,-0.007843,0.007843,808.3E-6,-86.26E-6,-59.77E-6,815.1E-6,126.4E-12
31306,A1,28.08,-0.2187,-0.01581,28.08,-115.9E-6,315.4E-6,-370.9E-6,500.5E-6,28.08
31306,A2,24.29,-1.840,-0.06503,24.36,-261.6E-6,-0.001959,571.1E-6,0.002058,24.36
31306,A3,29.04,-0.2198,-0.01679,29.04,-114.6E-6,399.6E-6,-333.1E-6,532.7E-6,29.04
31306,A4,25.32,-2.324,-0.07179,25.43,-311.4E-6,-0.002566,566.0E-6,0.002646,25.43
31306,A5,27.40,-0.3981,-0.01879,27.40,-103.2E-6,601.3E-6,-129.2E-6,623.6E-6,27.40
31306,A6,20.82,-2.949,-0.04883,21.03,-696.6E-6,-0.002597,80.12E-6,0.002690,21.03
31306,A7,40.78,-0.4020,-0.04581,40.79,-154.1E-6,-502.4E-6,-131.9E-6,541.8E-6,40.79
31306,A8,2.908,-3.042,-0.02265,4.208,-477.7E-6,-930.2E-6,89.52E-6,0.001049,4.208
31306,A9,40.24,-0.4027,-0.04372,40.24,-197.0E-6,-391.6E-6,-161.7E-6,467.3E-6,40.24
31306,A10,0.3187,-3.056,-0.007757,3.072,-494.9E-6,-147.5E-6,-5.314E-6,516.4E-6,3.072
31306,A11,36.65,-0.4301,-0.03340,36.65,-279.4E-6,-140.1E-6,-286.4E-6,423.9E-6,36.65
31306,A12,14.33,-1.191,-0.04904,14.38,-60.16E-6,-0.001908,361.9E-6,0.001943,14.38
31306,A13,32.87,-1.332,-0.07331,32.90,-105.4E-6,-0.002080,478.6E-6,0.002137,32.90
31306,A14,16.25,-0.5404,-0.01412,16.26,-345.9E-6,-599.5E-6,-180.2E-6,715.1E-6,16.26
31306,A15,27.00,-1.949,-0.07245,27.07,-174.8E-6,-0.002460,515.5E-6,0.002519,27.07
31306,A16,21.77,-0.3190,-0.01963,21.77,-287.6E-6,-386.4E-6,-196.3E-6,520.1E-6,21.77
31306,A17,22.23,-2.323,-0.06684,22.35,-240.2E-6,-0.002369,446.4E-6,0.002423,22.35
31306,A18,25.14,-0.3205,-0.02366,25.14,-285.6E-6,-161.7E-6,-168.7E-6,369.0E-6,25.14
31306,A19,25.40,-0.4307,-0.04972,25.40,-271.9E-6,-766.8E-6,487.3E-6,948.3E-6,25.40
31306,A20,22.57,-5.847,-0.03728,23.31,-866.2E-6,-0.001129,-180.5E-6,0.001434,23.31
31306,A21,19.37,-0.3049,-0.03801,19.37,-206.0E-6,-216.1E-6,490.7E-6,574.4E-6,19.37
31306,A22,26.63,-6.418,-0.04871,27.39,-0.001034,-0.001594,-164.9E-6,0.001907,27.39
31306,A23,13.59,-0.2528,-0.02657,13.59,-194.4E-6,41.43E-6,422.5E-6,466.9E-6,13.59
31306,A24,29.80,-6.453,-0.05739,30.49,-0.001061,-0.001922,-126.3E-6,0.002199,30.49
31306,A25,17.25,-0.3371,-0.01403,17.25,-132.3E-6,576.8E-6,90.82E-6,598.7E-6,17.25
31306,A26,28.46,-3.394,-0.06509,28.66,-695.4E-6,-0.002894,166.6E-6,0.002981,28.66
31306,A27,17.16,-1.327,-0.03939,17.22,-416.6E-6,-0.002689,55.99E-6,0.002721,17.22
31306,A28,28.34,-5.911,-0.04166,28.95,-0.001143,305.9E-6,45.51E-6,0.001184,28.95
31306,A29,21.98,-0.4068,-0.01797,21.99,-131.7E-6,586.3E-6,34.34E-6,601.9E-6,21.99
31306,A30,24.59,-3.352,-0.06156,24.82,-664.2E-6,-0.003009,172.6E-6,0.003086,24.82
31306,A31,24.17,-2.169,-0.02585,24.26,-459.4E-6,591.4E-6,33.15E-6,749.6E-6,24.26
31306,A32,24.68,-3.107,-0.07066,24.87,-518.0E-6,-0.003721,228.2E-6,0.003764,24.87
31306,A33,25.42,-0.2199,-0.01501,25.42,-122.2E-6,110.8E-6,-412.8E-6,444.5E-6,25.42
31306,A34,18.89,-1.064,-0.03948,18.92,-251.9E-6,-196.4E-6,495.7E-6,589.7E-6,18.92
31306,A35,31.68,-0.2994,-0.03459,31.69,-166.4E-6,247.4E-6,47.31E-6,301.9E-6,31.69
31306,A36,22.15,-0.3304,-0.02267,22.15,-164.7E-6,650.6E-6,173.2E-6,693.1E-6,22.15
31306,A37,24.37,-2.745,-0.06794,24.52,-447.5E-6,-0.003372,226.1E-6,0.003409,24.52
31306,A38,19.44,-0.3045,-0.01434,19.44,-282.5E-6,-423.5E-6,-385.0E-6,638.3E-6,19.44
31306,A39,24.41,-1.044,-0.05148,24.43,-138.9E-6,-0.001088,474.4E-6,0.001195,24.43
31306,A40,27.52,-0.3294,-0.01909,27.52,-88.24E-6,602.5E-6,-114.5E-6,619.6E-6,27.52
31306,A41,20.66,-2.744,-0.04777,20.84,-662.4E-6,-0.002595,59.51E-6,0.002679,20.84
31306,A42,22.99,-0.2707,-0.01452,22.99,-258.7E-6,-171.4E-6,-380.2E-6,490.7E-6,22.99
31306,A43,20.90,-1.161,-0.05365,20.94,-146.2E-6,-0.001438,479.4E-6,0.001523,20.94
31306,A44,44.58,-1.508,-0.07952,44.61,-283.1E-6,-0.002503,252.9E-6,0.002531,44.61
31306,A45,-0.09388,-3.740,-0.005679,3.741,-607.8E-6,3.192E-6,-37.18E-6,608.9E-6,3.741
31306,A46,31.53,-7.077,-0.07735,32.31,-0.001367,-0.002815,138.4E-6,0.003133,32.31
31306,A47,20.87,-0.3713,-0.02042,20.87,-159.4E-6,611.2E-6,112.5E-6,641.6E-6,20.87
31306,A48,27.27,-3.105,-0.07946,27.45,-448.9E-6,-0.004034,273.2E-6,0.004068,27.45
31306,A49,22.99,-2.070,-0.05972,23.08,-365.8E-6,-0.001776,556.7E-6,0.001897,23.08
31306,A50,21.02,-0.4237,-0.01384,21.02,-234.8E-6,-141.9E-6,-405.0E-6,489.2E-6,21.02
31306,A51,41.75,-1.577,-0.05409,41.78,-504.9E-6,-0.001751,-200.4E-6,0.001833,41.78
31306,A52,8.753,-0.1839,-0.02427,8.755,-30.21E-6,-338.1E-6,323.5E-6,468.9E-6,8.755
31306,A53,24.56,-0.3708,-0.01908,24.56,-100.0E-6,561.8E-6,-59.57E-6,573.8E-6,24.56
31306,A54,21.89,-3.104,-0.04883,22.11,-789.4E-6,-0.002772,36.41E-6,0.002882,22.11
31306,A55,19.48,-0.5421,-0.04466,19.49,-110.1E-6,-730.0E-6,473.3E-6,877.0E-6,19.49
31306,A56,24.00,-2.112,-0.03117,24.09,-509.3E-6,-0.001300,-314.5E-6,0.001431,24.09
31306,A57,30.76,-0.4607,-0.04225,30.76,-309.4E-6,-228.9E-6,241.8E-6,454.5E-6,30.76
31306,A58,3.253,-0.05711,-0.001684,3.254,3.938E-6,61.58E-6,-49.97E-6,79.40E-6,3.254
31306,A59,37.33,-0.4596,-0.04581,37.33,-108.0E-6,-751.2E-6,-103.4E-6,765.9E-6,37.33
31306,A60,1.210,-0.05742,-0.002376,1.211,-36.97E-6,95.93E-6,53.85E-6,116.1E-6,1.211
31306,A61,18.08,-2.171,-0.03132,18.21,-672.7E-6,-462.4E-6,206.1E-6,841.9E-6,18.21
31306,A62,31.74,-1.138,-0.04696,31.76,-60.17E-6,-0.001435,-43.44E-6,0.001437,31.76
31306,A63,24.90,-2.817,-0.05073,25.06,-705.5E-6,-0.002627,23.60E-6,0.002720,25.06
31306,A64,25.05,-0.5913,-0.02079,25.06,-151.0E-6,313.5E-6,-58.86E-6,352.9E-6,25.06
31306,A65,37.28,-5.339,-0.09452,37.66,-0.001029,-0.002973,286.9E-6,0.003159,37.66
31306,A66,0.6000,-0.02098,64.57E-6,0.6003,-43.64E-6,-63.63E-6,-25.91E-6,81.40E-6,0.6003
31306,A67,30.61,-5.337,-0.05676,31.07,-0.001087,-0.001983,-32.24E-6,0.002262,31.07
31306,A68,1.905,-0.02145,-0.005342,1.905,21.07E-6,-242.1E-6,42.01E-6,246.6E-6,1.905
31306,A69,31.74,-1.138,-0.04696,31.76,-60.17E-6,-0.001435,-43.44E-6,0.001437,31.76
31306,A70,18.08,-2.171,-0.03132,18.21,-672.7E-6,-462.4E-6,206.1E-6,841.9E-6,18.21
31306,A71,33.46,-0.3315,-0.03876,33.46,-183.4E-6,15.44E-6,52.65E-6,191.4E-6,33.46
31306,A72,34.04,-5.958,-0.08514,34.56,-0.001194,-0.002878,213.5E-6,0.003123,34.56
31306,A73,0.1256,-959.1E-6,45.67E-6,0.1256,-77.78E-9,-4.057E-6,7.543E-6,8.566E-6,0.1256
31306,C1421,28.08,-0.2187,-0.01581,28.08,-115.9E-6,315.4E-6,-370.9E-6,500.5E-6,28.08
31306,C1422,24.29,-1.840,-0.06503,24.36,-261.6E-6,-0.001959,571.1E-6,0.002058,24.36
31306,C1423,29.04,-0.2198,-0.01679,29.04,-114.6E-6,399.6E-6,-333.1E-6,532.7E-6,29.04
31306,C1424,25.32,-2.324,-0.07179,25.43,-311.4E-6,-0.002566,566.0E-6,0.002646,25.43
31306,C1425,27.40,-0.3981,-0.01879,27.40,-103.2E-6,601.3E-6,-129.2E-6,623.6E-6,27.40
31306,C1426,20.82,-2.949,-0.04883,21.03,-696.6E-6,-0.002597,80.12E-6,0.002690,21.03
31306,C1427,40.78,-0.4020,-0.04581,40.79,-154.1E-6,-502.4E-6,-131.9E-6,541.8E-6,40.79
31306,C1428,2.908,-3.042,-0.02265,4.208,-477.7E-6,-930.2E-6,89.52E-6,0.001049,4.208
31306,C1429,40.24,-0.4027,-0.04372,40.24,-197.0E-6,-391.6E-6,-161.7E-6,467.3E-6,40.24
31306,C1430,0.3187,-3.056,-0.007757,3.072,-494.9E-6,-147.5E-6,-5.314E-6,516.4E-6,3.072
31306,C1431,36.65,-0.4301,-0.03340,36.65,-279.4E-6,-140.1E-6,-286.4E-6,423.9E-6,36.65
31306,C1432,14.33,-1.191,-0.04904,14.38,-60.16E-6,-0.001908,361.9E-6,0.001943,14.38
31306,C1433,32.87,-1.332,-0.07331,32.90,-105.4E-6,-0.002080,478.6E-6,0.002137,32.90
31306,C1434,16.25,-0.5404,-0.01412,16.26,-345.9E-6,-599.5E-6,-180.2E-6,715.1E-6,16.26
31306,C1435,27.00,-1.949,-0.07245,27.07,-174.8E-6,-0.002460,515.5E-6,0.002519,27.07
31306,C1436,21.77,-0.3190,-0.01963,21.77,-287.6E-6,-386.4E-6,-196.3E-6,520.1E-6,21.77
31306,C1437,22.23,-2.323,-0.06684,22.35,-240.2E-6,-0.002369,446.4E-6,0.002423,22.35
31306,C1438,25.14,-0.3205,-0.02366,25.14,-285.6E-6,-161.7E-6,-168.7E-6,369.0E-6,25.14
31306,C1439,25.40,-0.4307,-0.04972,25.40,-271.9E-6,-766.8E-6,487.3E-6,948.3E-6,25.40
31306,C1440,22.57,-5.847,-0.03728,23.31,-866.2E-6,-0.001129,-180.5E-6,0.001434,23.31
31306,C1441,19.37,-0.3049,-0.03801,19.37,-206.0E-6,-216.1E-6,490.7E-6,574.4E-6,19.37
31306,C1442,26.63,-6.418,-0.04871,27.39,-0.001034,-0.001594,-164.9E-6,0.001907,27.39
31306,C1443,13.59,-0.2528,-0.02657,13.59,-194.4E-6,41.43E-6,422.5E-6,466.9E-6,13.59
31306,C1444,29.80,-6.453,-0.05739,30.49,-0.001061,-0.001922,-126.3E-6,0.002199,30.49
31306,C1445,17.25,-0.3371,-0.01403,17.25,-132.3E-6,576.8E-6,90.82E-6,598.7E-6,17.25
31306,C1446,28.46,-3.394,-0.06509,28.66,-695.4E-6,-0.002894,166.6E-6,0.002981,28.66
31306,C1447,17.16,-1.327,-0.03939,17.22,-416.6E-6,-0.002689,55.99E-6,0.002721,17.22
31306,C1448,28.34,-5.911,-0.04166,28.95,-0.001143,305.9E-6,45.51E-6,0.001184,28.95
31306,C1449,21.98,-0.4068,-0.01797,21.99,-131.7E-6,586.3E-6,34.34E-6,601.9E-6,21.99
31306,C1450,24.59,-3.352,-0.06156,24.82,-664.2E-6,-0.003009,172.6E-6,0.003086,24.82
31306,C1451,24.17,-2.169,-0.02585,24.26,-459.4E-6,591.4E-6,33.15E-6,749.6E-6,24.26
31306,C1452,24.68,-3.107,-0.07066,24.87,-518.0E-6,-0.003721,228.2E-6,0.003764,24.87
31306,C1453,25.42,-0.2199,-0.01501,25.42,-122.2E-6,110.8E-6,-412.8E-6,444.5E-6,25.42
31306,C1454,18.89,-1.064,-0.03948,18.92,-251.9E-6,-196.4E-6,495.7E-6,589.7E-6,18.92
31306,C1455,31.68,-0.2994,-0.03459,31.69,-166.4E-6,247.4E-6,47.31E-6,301.9E-6,31.69
31306,C1456,22.15,-0.3304,-0.02267,22.15,-164.7E-6,650.6E-6,173.2E-6,693.1E-6,22.15
31306,C1457,24.37,-2.745,-0.06794,24.52,-447.5E-6,-0.003372,226.1E-6,0.003409,24.52
31306,C1458,19.44,-0.3045,-0.01434,19.44,-282.5E-6,-423.5E-6,-385.0E-6,638.3E-6,19.44
31306,C1459,24.41,-1.044,-0.05148,24.43,-138.9E-6,-0.001088,474.4E-6,0.001195,24.43
31306,C1460,27.52,-0.3294,-0.01909,27.52,-88.24E-6,602.5E-6,-114.5E-6,619.6E-6,27.52
31306,C1461,20.66,-2.744,-0.04777,20.84,-662.4E-6,-0.002595,59.51E-6,0.002679,20.84
31306,C1462,22.99,-0.2707,-0.01452,22.99,-258.7E-6,-171.4E-6,-380.2E-6,490.7E-6,22.99
31306,C1463,20.90,-1.161,-0.05365,20.94,-146.2E-6,-0.001438,479.4E-6,0.001523,20.94
31306,C1464,44.58,-1.508,-0.07952,44.61,-283.1E-6,-0.002503,252.9E-6,0.002531,44.61
31306,C1465,-0.09388,-3.740,-0.005679,3.741,-607.8E-6,3.192E-6,-37.18E-6,608.9E-6,3.741
31306,C1466,31.53,-7.077,-0.07735,32.31,-0.001367,-0.002815,138.4E-6,0.003133,32.31
31306,C1467,20.87,-0.3713,-0.02042,20.87,-159.4E-6,611.2E-6,112.5E-6,641.6E-6,20.87
31306,C1468,27.27,-3.105,-0.07946,27.45,-448.9E-6,-0.004034,273.2E-6,0.004068,27.45
31306,C1469,22.99,-2.070,-0.05972,23.08,-365.8E-6,-0.001776,556.7E-6,0.001897,23.08
31306,C1470,21.02,-0.4237,-0.01384,21.02,-234.8E-6,-141.9E-6,-405.0E-6,489.2E-6,21.02
31306,C1471,41.75,-1.577,-0.05409,41.78,-504.9E-6,-0.001751,-200.4E-6,0.001833,41.78
31306,C1472,8.753,-0.1839,-0.02427,8.755,-30.21E-6,-338.1E-6,323.5E-6,468.9E-6,8.755
31306,C1473,24.56,-0.3708,-0.01908,24.56,-100.0E-6,561.8E-6,-59.57E-6,573.8E-6,24.56
31306,C1474,21.89,-3.104,-0.04883,22.11,-789.4E-6,-0.002772,36.41E-6,0.002882,22.11
31306,C1475,19.48,-0.5421,-0.04466,19.49,-110.1E-6,-730.0E-6,473.3E-6,877.0E-6,19.49
31306,C1476,24.00,-2.112,-0.03117,24.09,-509.3E-6,-0.001300,-314.5E-6,0.001431,24.09
31306,C1477,30.76,-0.4607,-0.04225,30.76,-309.4E-6,-228.9E-6,241.8E-6,454.5E-6,30.76
31306,C1478,3.253,-0.05711,-0.001684,3.254,3.938E-6,61.58E-6,-49.97E-6,79.40E-6,3.254
31306,C1479,37.33,-0.4596,-0.04581,37.33,-108.0E-6,-751.2E-6,-103.4E-6,765.9E-6,37.33
31306,C1480,1.210,-0.05742,-0.002376,1.211,-36.97E-6,95.93E-6,53.85E-6,116.1E-6,1.211
31306,C1481,18.08,-2.171,-0.03132,18.21,-672.7E-6,-462.4E-6,206.1E-6,841.9E-6,18.21
31306,C1482,31.74,-1.138,-0.04696,31.76,-60.17E-6,-0.001435,-43.44E-6,0.001437,31.76
31306,C1483,24.90,-2.817,-0.05073,25.06,-705.5E-6,-0.002627,23.60E-6,0.002720,25.06
31306,C1484,25.05,-0.5913,-0.02079,25.06,-151.0E-6,313.5E-6,-58.86E-6,352.9E-6,25.06
31306,C1485,37.28,-5.339,-0.09452,37.66,-0.001029,-0.002973,286.9E-6,0.003159,37.66
31306,C1486,0.6000,-0.02098,64.57E-6,0.6003,-43.64E-6,-63.63E-6,-25.91E-6,81.40E-6,0.6003
31306,C1487,30.61,-5.337,-0.05676,31.07,-0.001087,-0.001983,-32.24E-6,0.002262,31.07
31306,C1488,1.905,-0.02145,-0.005342,1.905,21.07E-6,-242.1E-6,42.01E-6,246.6E-6,1.905
31306,C1489,31.74,-1.138,-0.04696,31.76,-60.17E-6,-0.001435,-43.44E-6,0.001437,31.76
31306,C1490,18.08,-2.171,-0.03132,18.21,-672.7E-6,-462.4E-6,206.1E-6,841.9E-6,18.21
31306,C1491,33.46,-0.3315,-0.03876,33.46,-183.4E-6,15.44E-6,52.65E-6,191.4E-6,33.46
31306,C1492,34.04,-5.958,-0.08514,34.56,-0.001194,-0.002878,213.5E-6,0.003123,34.56
31306,C1493,0.1256,-959.1E-6,45.67E-6,0.1256,-77.78E-9,-4.057E-6,7.543E-6,8.566E-6,0.1256
32315,A1,40.46,-6.286E-9,-0.03566,40.46,129.4E-6,138.8E-6,-435.8E-6,475.4E-6,40.46
32315,A2,5.954,-1.249E-9,-0.02594,5.954,573.6E-6,-985.7E-6,386.1E-6,0.001204,5.954
32315,A3,40.17,-5.597E-9,-0.03465,40.17,131.6E-6,257.1E-6,-398.2E-6,491.9E-6,40.17
32315,A4,6.854,-3.427E-9,-0.02918,6.854,681.1E-6,-0.001396,337.5E-6,0.001589,6.854
