Arup





File WBBn_base_v48_base.gwb
Exported 02/02/2021 23:28:10

GSA 10.1.39.2 64-bit Copyright © Oasys 1985-2020

Displacements
Displacements reported at nodes;  fully restrained nodes are excluded
Output axes:  global
"Node list:  ""bearings top"""
Some of the combined results are from different analysis stages. The user should ensure that this combination is valid.

START_TABLE Displacements
,,[mm],[mm],[mm],[mm],[rad],[rad],[rad],[rad],[mm]
Node,Case,Ux,Uy,Uz,|U|,Rxx,Ryy,Rzz,|R|,Uxy
12110,C168,-271.6E-6,-0.3774,0.007473,0.3774,-58.44E-6,101.6E-6,14.68E-6,118.1E-6,0.3774
12110,C169,-276.0E-6,-0.3145,0.03394,0.3163,-15.90E-6,250.5E-6,49.33E-6,255.8E-6,0.3145
12110,C170,-56.69E-6,-0.4202,900.2E-6,0.4202,-76.78E-6,33.07E-6,1.597E-6,83.62E-6,0.4202
12110,C171,-144.0E-6,-0.7769,421.7E-6,0.7769,-145.6E-6,28.05E-6,-1.923E-6,148.2E-6,0.7769
12110,C172,-144.0E-6,-0.7769,421.7E-6,0.7769,-145.6E-6,28.05E-6,-1.923E-6,148.2E-6,0.7769
12110,C173,-71.32E-6,-0.9414,-0.03255,0.9420,-218.2E-6,-195.9E-6,-50.97E-6,297.6E-6,0.9414
12110,C174,-115.0E-6,-0.7729,0.001999,0.7729,-142.1E-6,41.98E-6,987.0E-9,148.2E-6,0.7729
12110,C175,-493.2E-6,-0.8808,0.001847,0.8808,-163.2E-6,43.14E-6,92.74E-9,168.8E-6,0.8808
30097,A1,-7.853E-12,-38.82E-12,-0.1696,0.1696,0.001271,0.004828,219.8E-6,0.004997,39.61E-12
30097,A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30097,A3,1.409E-12,-8.229E-12,-0.04974,0.04974,153.3E-6,0.001359,36.17E-6,0.001368,8.348E-12
30097,A4,0.0,-3.784E-12,-0.02655,0.02655,83.49E-6,898.3E-6,25.50E-6,902.5E-6,3.787E-12
30097,A5,0.0,-2.606E-12,-0.01800,0.01800,271.4E-6,504.7E-6,31.22E-6,573.9E-6,2.785E-12
30097,A6,0.0,-13.72E-12,-0.006330,0.006330,158.7E-6,171.2E-6,10.35E-6,233.7E-6,13.72E-12
30097,A7,0.0,-2.089E-12,-0.008763,0.008763,36.15E-6,199.0E-6,9.910E-6,202.5E-6,2.092E-12
30097,A8,0.0,-2.904E-12,-0.01680,0.01680,173.9E-6,502.1E-6,34.41E-6,532.5E-6,2.917E-12
30097,A9,1.888E-12,-6.696E-12,-0.03901,0.03901,407.6E-6,0.001162,78.39E-6,0.001234,6.957E-12
30097,A10,0.0,0.0,-0.007982,0.007982,-2.274E-6,141.4E-6,-3.087E-6,141.5E-6,0.0
30097,A11,-4.821E-12,-10.14E-12,-0.05977,0.05977,629.1E-6,0.001765,122.5E-6,0.001878,11.23E-12
30097,A12,-1.859E-12,-8.164E-12,-0.04746,0.04746,499.5E-6,0.001402,97.25E-6,0.001491,8.373E-12
30097,A13,0.0,0.0,-0.005101,0.005101,32.08E-6,152.6E-6,7.051E-6,156.1E-6,0.0
30097,A14,1.167E-12,-2.840E-12,-0.01115,0.01115,108.2E-6,331.3E-6,19.46E-6,349.0E-6,3.071E-12
30097,A20,0.002360,-114.8E-6,160.3E-6,0.002369,2.569E-6,48.38E-6,6.880E-6,48.93E-6,0.002363
30097,A21,0.001577,-76.71E-6,107.1E-6,0.001582,1.717E-6,32.32E-6,4.597E-6,32.69E-6,0.001579
30097,A22,0.02905,-0.001413,0.002240,0.02917,87.48E-6,580.3E-6,87.86E-6,593.4E-6,0.02908
30097,A23,0.01944,-945.6E-6,0.001499,0.01952,58.53E-6,388.3E-6,58.79E-6,397.0E-6,0.01946
30097,A24,0.01230,-598.2E-6,389.5E-6,0.01232,18.53E-6,181.3E-6,37.58E-6,186.1E-6,0.01231
30097,A25,0.008253,-401.5E-6,261.4E-6,0.008267,12.44E-6,121.7E-6,25.22E-6,124.9E-6,0.008263
30097,A26,0.0,0.02393,-0.02448,0.03423,-0.001516,283.1E-6,996.7E-6,0.001836,0.02393
30097,A27,0.0,-0.02393,0.02448,0.03423,0.001521,-283.5E-6,-996.8E-6,0.001841,0.02393
30097,A28,0.0,0.01600,-0.01636,0.02289,-0.001014,189.3E-6,666.4E-6,0.001228,0.01600
30097,A29,0.0,-0.01600,0.01637,0.02289,0.001017,-189.6E-6,-666.5E-6,0.001231,0.01600
30097,A30,0.0,0.01638,-0.001212,0.01642,-753.6E-6,125.7E-6,561.3E-6,948.0E-6,0.01638
30097,A31,0.0,-0.01638,0.001212,0.01642,737.0E-6,-125.7E-6,-567.4E-6,938.6E-6,0.01638
30097,A32,0.0,0.01095,-809.9E-6,0.01098,-503.6E-6,84.06E-6,375.2E-6,633.6E-6,0.01095
30097,A33,0.0,-0.01095,809.9E-6,0.01098,492.6E-6,-84.05E-6,-379.3E-6,627.3E-6,0.01095
30097,A34,0.0,1.844E-12,0.01085,0.01085,-111.0E-6,-324.4E-6,-21.99E-6,343.5E-6,2.019E-12
30097,A35,0.0,1.234E-12,0.007263,0.007263,-74.31E-6,-217.1E-6,-14.72E-6,229.9E-6,1.241E-12
30097,A36,0.002324,-113.0E-6,139.3E-6,0.002331,3.083E-6,39.48E-6,6.964E-6,40.21E-6,0.002326
30097,A37,0.001486,-72.27E-6,89.09E-6,0.001490,1.971E-6,25.24E-6,4.452E-6,25.71E-6,0.001488
30097,A38,0.0,0.001162,-845.9E-6,0.001437,-65.06E-6,15.68E-6,53.03E-6,85.39E-6,0.001162
30097,A39,0.0,742.9E-6,-540.9E-6,918.9E-6,-41.60E-6,10.02E-6,33.91E-6,54.60E-6,742.9E-6
30097,A40,1.584E-12,34.90E-12,-138.7E-9,138.7E-9,-245.7E-6,-59.68E-6,6.908E-6,252.9E-6,34.94E-12
30097,A41,0.0,-37.43E-12,152.1E-9,152.1E-9,269.5E-6,65.45E-6,-7.577E-6,277.4E-6,37.44E-12
30097,A42,0.0,10.00E-12,666.9E-9,666.9E-9,-0.001139,135.8E-6,-184.1E-6,0.001162,10.04E-12
30097,A43,0.0,-4.030E-12,-266.8E-9,266.8E-9,455.5E-6,-54.32E-6,73.63E-6,464.6E-6,4.032E-12
30097,A44,0.0,0.0,-235.0E-9,235.0E-9,-12.71E-6,-253.3E-6,-6.370E-6,253.7E-6,0.0
30097,A45,0.0,22.93E-12,-39.46E-9,39.46E-9,-20.58E-6,-160.4E-6,9.696E-6,162.0E-6,22.93E-12
30097,A46,0.0,0.0,-4.414E-9,4.414E-9,1.814E-6,50.61E-6,1.209E-6,50.66E-6,0.0
30097,A47,0.0,-75.41E-12,34.59E-6,34.59E-6,38.82E-6,4.207E-6,-260.8E-6,263.7E-6,75.41E-12
30097,A48,0.0,58.97E-12,89.64E-9,89.64E-9,-55.04E-6,253.6E-6,225.4E-6,343.7E-6,58.97E-12
30097,A49,0.0,0.0,-434.4E-9,434.4E-9,3.255E-6,-956.3E-6,3.153E-6,956.3E-6,0.0
30097,A50,0.0,-23.03E-12,-105.3E-9,105.3E-9,21.67E-6,-158.3E-6,-8.645E-6,160.0E-6,23.03E-12
30097,A100,0.0,4.521E-12,-0.02356,0.02356,815.9E-6,0.001084,29.67E-6,0.001357,4.522E-12
30097,A101,0.0,-2.680E-12,-0.01096,0.01096,930.7E-6,22.70E-6,74.27E-6,934.0E-6,2.680E-12
30097,A102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30097,A103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30097,A104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30097,A105,0.0,-299.8E-9,0.007056,0.007056,-20.27E-6,93.28E-6,-16.70E-6,96.91E-6,299.8E-9
30097,A106,0.0,-2.022E-12,415.1E-6,415.1E-6,78.74E-6,8.305E-6,2.000E-6,79.20E-6,2.028E-12
30097,A107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30097,A108,-2.391E-12,-2.246E-12,0.02647,0.02647,-42.61E-6,148.9E-6,-34.64E-6,158.7E-6,3.281E-12
30097,A109,0.0,130.9E-9,-0.03304,0.03304,61.01E-6,-217.4E-6,47.74E-6,230.8E-6,130.9E-9
30097,A110,0.0,0.0,-483.2E-6,483.2E-6,68.45E-6,-5.027E-6,3.507E-6,68.73E-6,0.0
30097,A111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30097,A112,-1.320E-12,3.192E-12,-0.03296,0.03296,72.64E-6,-223.9E-6,49.02E-6,240.5E-6,3.455E-12
30097,A113,0.0,-2.521E-12,0.03454,0.03454,-76.09E-6,237.9E-6,-51.93E-6,255.1E-6,2.544E-12
30097,A114,0.0,-2.238E-12,-148.8E-6,148.8E-6,20.97E-6,1.167E-6,856.0E-9,21.02E-6,2.238E-12
30097,A115,0.0,0.0,-0.07109,0.07109,44.03E-6,0.001708,-17.49E-6,0.001708,0.0
30097,A116,0.0,0.0,-139.7E-6,139.7E-6,583.1E-9,288.6E-9,152.1E-9,668.2E-9,0.0
30097,A117,0.0,-20.84E-12,-0.1010,0.1010,388.5E-6,0.003223,112.0E-6,0.003248,20.85E-12
30097,A118,0.0,0.0,2.657E-9,2.657E-9,545.1E-12,948.0E-9,-4.863E-9,948.1E-9,0.0
30097,A119,0.0,0.0,-1.503E-9,1.503E-9,135.3E-12,-752.4E-9,1.665E-9,752.4E-9,0.0
30097,A120,0.0,0.0,658.7E-12,658.7E-12,-758.7E-12,1.609E-6,-292.3E-12,1.609E-6,0.0
30097,A121,0.0,0.0,-1.003E-9,1.003E-9,1.257E-9,-1.472E-6,417.2E-12,1.472E-6,0.0
30097,A122,0.0,0.0,424.9E-12,424.9E-12,-1.904E-9,2.515E-6,-416.2E-12,2.515E-6,0.0
30097,A123,0.0,0.0,-446.9E-12,446.9E-12,3.183E-9,-2.425E-6,228.4E-12,2.425E-6,0.0
30097,A124,0.0,0.0,-25.35E-12,25.35E-12,-6.675E-9,3.823E-6,-1.147E-9,3.823E-6,0.0
30097,A125,0.0,0.0,28.35E-12,28.35E-12,12.71E-9,-3.755E-6,3.577E-9,3.755E-6,0.0
30097,A126,0.0,0.0,-503.8E-12,503.8E-12,-19.51E-9,5.829E-6,-926.0E-12,5.829E-6,0.0
30097,A127,0.0,0.0,476.9E-12,476.9E-12,79.40E-9,-5.922E-6,15.09E-9,5.922E-6,0.0
30097,A128,0.0,0.0,-1.075E-9,1.075E-9,-90.61E-9,9.358E-6,-24.79E-9,9.359E-6,0.0
30097,A129,0.0,0.0,716.5E-12,716.5E-12,204.0E-9,-7.522E-6,-19.38E-9,7.525E-6,0.0
30097,A130,0.0,0.0,-1.617E-9,1.617E-9,-741.3E-9,17.72E-6,-150.6E-9,17.74E-6,0.0
30097,A131,0.0,0.0,2.815E-9,2.815E-9,2.027E-6,-9.709E-6,1.012E-6,9.970E-6,0.0
30097,C1,-5.489E-12,-169.0E-9,-0.2574,0.2574,0.002296,0.007246,317.8E-6,0.007607,169.0E-9
30097,C2,-5.389E-12,-160.9E-9,-0.2488,0.2488,0.002223,0.007008,309.8E-6,0.007359,160.9E-9
30097,C4,4.377E-12,-41.65E-12,-0.1818,0.1818,0.001346,0.005184,234.0E-6,0.005361,41.88E-12
30097,C5,4.169E-12,-39.67E-12,-0.1732,0.1732,0.001282,0.004937,222.9E-6,0.005106,39.89E-12
30097,C6,0.0,0.0,-0.005101,0.005101,32.08E-6,152.6E-6,7.051E-6,156.1E-6,0.0
30097,C7,1.167E-12,-2.840E-12,-0.01115,0.01115,108.2E-6,331.3E-6,19.46E-6,349.0E-6,3.071E-12
30097,C8,-4.821E-12,-10.14E-12,-0.05977,0.05977,629.1E-6,0.001765,122.5E-6,0.001878,11.23E-12
30097,C9,-1.859E-12,-8.164E-12,-0.04746,0.04746,499.5E-6,0.001402,97.25E-6,0.001491,8.373E-12
30097,C11,0.0,-55.49E-12,-0.2579,0.2579,0.002116,0.007434,383.0E-6,0.007738,55.50E-12
30097,C12,3.728E-12,-51.53E-12,-0.2369,0.2369,0.001922,0.006823,346.6E-6,0.007097,51.67E-12
30097,C20,0.04603,-0.002239,0.01378,0.04810,630.8E-9,525.1E-6,117.3E-6,538.0E-6,0.04609
30097,C21,0.04603,-0.002239,-0.007924,0.04676,222.7E-6,0.001174,161.3E-6,0.001206,0.04609
30097,C22,-0.04603,0.002239,0.007924,0.04676,-222.7E-6,-0.001174,-161.3E-6,0.001206,0.04609
30097,C23,-0.04603,0.002239,-0.01378,0.04810,-630.8E-9,-525.1E-6,-117.3E-6,538.0E-6,0.04609
30097,C24,0.0,0.04147,-0.01568,0.04433,-0.002446,100.1E-6,0.001589,0.002918,0.04147
30097,C25,-1.355E-12,0.04147,-0.03739,0.05583,-0.002224,748.8E-6,0.001633,0.002859,0.04147
30097,C26,0.0,-0.04147,0.03739,0.05583,0.002212,-749.3E-6,-0.001639,0.002854,0.04147
30097,C27,0.0,-0.04147,0.01568,0.04433,0.002435,-100.5E-6,-0.001595,0.002912,0.04147
30097,C28,0.04603,0.01435,0.003168,0.04832,-933.2E-6,694.8E-6,761.7E-6,0.001391,0.04822
30097,C29,0.04603,0.01435,-0.01854,0.05166,-711.2E-6,0.001344,805.7E-6,0.001720,0.04822
30097,C30,0.04603,-0.01883,0.02440,0.05539,930.0E-6,355.1E-6,-529.6E-6,0.001128,0.04973
30097,C31,0.04603,-0.01883,0.002690,0.04980,0.001152,0.001004,-485.6E-6,0.001603,0.04973
30097,C32,0.03075,-0.001496,0.009219,0.03214,346.2E-9,350.4E-6,78.34E-6,359.1E-6,0.03079
30097,C33,0.03075,-0.001496,-0.005306,0.03124,149.0E-6,784.6E-6,107.8E-6,805.8E-6,0.03079
30097,C34,-0.03075,0.001496,0.005306,0.03124,-149.0E-6,-784.6E-6,-107.8E-6,805.8E-6,0.03079
30097,C35,-0.03075,0.001496,-0.009219,0.03214,-346.2E-9,-350.4E-6,-78.34E-6,359.1E-6,0.03079
30097,C36,0.0,0.02769,-0.01045,0.02959,-0.001633,66.28E-6,0.001061,0.001949,0.02769
30097,C37,0.0,0.02769,-0.02498,0.03729,-0.001485,500.4E-6,0.001090,0.001909,0.02769
30097,C38,0.0,-0.02769,0.02498,0.03729,0.001477,-500.7E-6,-0.001094,0.001905,0.02769
30097,C39,0.0,-0.02769,0.01045,0.02959,0.001626,-66.57E-6,-0.001065,0.001945,0.02769
30097,C40,0.03075,0.009579,0.002133,0.03228,-623.2E-6,463.8E-6,508.5E-6,928.5E-6,0.03221
30097,C41,0.03075,0.009579,-0.01239,0.03451,-474.6E-6,897.9E-6,538.0E-6,0.001149,0.03221
30097,C42,0.03075,-0.01257,0.01631,0.03701,620.9E-6,237.0E-6,-353.5E-6,752.8E-6,0.03322
30097,C43,0.03075,-0.01257,0.001780,0.03327,769.5E-6,671.1E-6,-324.1E-6,0.001071,0.03322
30097,C50,0.0,-37.43E-12,152.1E-9,152.1E-9,269.5E-6,65.45E-6,-7.577E-6,277.4E-6,37.44E-12
30097,C51,1.584E-12,34.90E-12,-138.7E-9,138.7E-9,-245.7E-6,-59.68E-6,6.908E-6,252.9E-6,34.94E-12
30097,C52,0.0,-4.030E-12,-266.8E-9,266.8E-9,455.5E-6,-54.32E-6,73.63E-6,464.6E-6,4.032E-12
30097,C53,0.0,10.00E-12,666.9E-9,666.9E-9,-0.001139,135.8E-6,-184.1E-6,0.001162,10.04E-12
30097,C54,0.0,0.0,-235.0E-9,235.0E-9,-12.71E-6,-253.3E-6,-6.370E-6,253.7E-6,0.0
30097,C55,0.0,0.0,235.0E-9,235.0E-9,12.71E-6,253.3E-6,6.370E-6,253.7E-6,0.0
30097,C56,0.0,22.93E-12,-39.46E-9,39.46E-9,-20.58E-6,-160.4E-6,9.696E-6,162.0E-6,22.93E-12
30097,C57,0.0,-22.93E-12,39.46E-9,39.46E-9,20.58E-6,160.4E-6,-9.696E-6,162.0E-6,22.93E-12
30097,C58,0.0,-23.03E-12,-105.3E-9,105.3E-9,21.67E-6,-158.3E-6,-8.645E-6,160.0E-6,23.03E-12
30097,C59,0.0,23.03E-12,105.3E-9,105.3E-9,-21.67E-6,158.3E-6,8.645E-6,160.0E-6,23.03E-12
30097,C60,0.0,0.0,4.414E-9,4.414E-9,-1.814E-6,-50.61E-6,-1.209E-6,50.66E-6,0.0
30097,C61,0.0,0.0,-4.414E-9,4.414E-9,1.814E-6,50.61E-6,1.209E-6,50.66E-6,0.0
30097,C62,0.0,-75.41E-12,34.59E-6,34.59E-6,38.82E-6,4.207E-6,-260.8E-6,263.7E-6,75.41E-12
30097,C63,0.0,58.97E-12,89.64E-9,89.64E-9,-55.04E-6,253.6E-6,225.4E-6,343.7E-6,58.97E-12
30097,C64,0.0,0.0,434.4E-9,434.4E-9,-3.255E-6,956.3E-6,-3.153E-6,956.3E-6,0.0
30097,C65,0.0,0.0,-434.4E-9,434.4E-9,3.255E-6,-956.3E-6,3.153E-6,956.3E-6,0.0
30097,C66,0.0,-17.30E-12,21.48E-9,21.48E-9,562.6E-6,221.9E-6,77.35E-6,609.7E-6,17.30E-12
30097,C67,1.469E-12,22.38E-12,383.4E-9,383.4E-9,-0.001238,-138.4E-6,-188.0E-6,0.001259,22.43E-12
30097,C68,0.0,-40.58E-12,128.3E-9,128.3E-9,620.7E-6,214.7E-6,52.42E-6,658.8E-6,40.59E-12
30097,C69,2.270E-12,42.53E-12,185.2E-9,185.2E-9,-0.001109,-147.8E-6,-135.9E-6,0.001127,42.59E-12
30097,C70,0.0,-17.29E-12,23.02E-9,23.02E-9,561.9E-6,204.2E-6,76.92E-6,602.8E-6,17.29E-12
30097,C71,1.479E-12,22.37E-12,381.8E-9,381.8E-9,-0.001237,-120.7E-6,-187.6E-6,0.001257,22.42E-12
30097,C72,0.0,-40.55E-12,132.7E-9,132.7E-9,618.8E-6,164.1E-6,51.21E-6,642.3E-6,40.57E-12
30097,C73,2.299E-12,42.50E-12,180.8E-9,180.8E-9,-0.001108,-97.22E-6,-134.7E-6,0.001120,42.56E-12
30097,C74,0.0,-17.09E-12,175.1E-9,175.1E-9,560.8E-6,538.9E-6,75.82E-6,781.5E-6,17.10E-12
30097,C75,1.548E-12,22.18E-12,229.8E-9,229.8E-9,-0.001236,-455.4E-6,-186.5E-6,0.001330,22.23E-12
30097,C76,0.0,-17.10E-12,173.5E-9,173.5E-9,561.4E-6,556.6E-6,76.24E-6,794.3E-6,17.11E-12
30097,C77,1.538E-12,22.19E-12,231.3E-9,231.3E-9,-0.001236,-473.1E-6,-186.9E-6,0.001337,22.24E-12
30097,C78,-1.153E-12,-39.99E-12,567.1E-9,567.1E-9,615.6E-6,0.001120,48.06E-6,0.001279,40.01E-12
30097,C79,2.495E-12,41.94E-12,-253.6E-9,253.6E-9,-0.001104,-0.001054,-131.6E-6,0.001532,42.01E-12
30097,C80,-1.124E-12,-40.02E-12,562.7E-9,562.7E-9,617.4E-6,0.001171,49.27E-6,0.001325,40.03E-12
30097,C81,2.466E-12,41.96E-12,-249.2E-9,249.2E-9,-0.001106,-0.001104,-132.8E-6,0.001569,42.04E-12
30097,C82,0.0,-40.26E-12,34.50E-6,34.50E-6,-67.75E-6,-177.1E-6,-248.7E-6,312.7E-6,40.27E-12
30097,C83,0.0,48.15E-12,-64.24E-9,64.24E-9,-119.4E-6,74.35E-6,219.2E-6,260.4E-6,48.16E-12
30097,C84,1.834E-12,-4.456E-12,25.77E-6,25.77E-6,-232.0E-6,-176.9E-6,-181.4E-6,343.5E-6,4.819E-12
30097,C85,1.693E-12,61.86E-12,-150.5E-9,150.5E-9,-270.7E-6,11.75E-6,169.5E-6,319.6E-6,61.88E-12
30097,C86,0.0,-40.27E-12,34.50E-6,34.50E-6,-67.12E-6,-159.4E-6,-248.3E-6,302.6E-6,40.28E-12
30097,C87,0.0,48.14E-12,-65.79E-9,65.79E-9,-118.7E-6,92.06E-6,219.6E-6,266.1E-6,48.15E-12
30097,C88,1.864E-12,-4.482E-12,25.77E-6,25.77E-6,-230.2E-6,-126.2E-6,-180.2E-6,318.4E-6,4.854E-12
30097,C89,1.722E-12,61.83E-12,-154.9E-9,154.9E-9,-268.9E-6,62.36E-6,170.7E-6,324.6E-6,61.85E-12
30097,C90,1.271E-12,-53.19E-12,35.20E-6,35.20E-6,-0.001186,119.1E-6,-442.5E-6,0.001271,53.20E-12
30097,C91,1.462E-12,81.19E-12,708.0E-9,708.0E-9,-0.001280,368.5E-6,43.76E-6,0.001333,81.20E-12
30097,C92,2.122E-12,-14.15E-12,26.30E-6,26.30E-6,-0.001071,45.33E-6,-326.7E-6,0.001120,14.31E-12
30097,C93,2.265E-12,86.63E-12,428.7E-9,428.7E-9,-0.001141,232.4E-6,37.92E-6,0.001165,86.66E-12
30097,C95,-1.022E-12,-46.61E-12,189.4E-9,189.4E-9,335.5E-6,81.50E-6,-9.434E-6,345.4E-6,46.62E-12
30097,C96,2.010E-12,44.29E-12,-176.0E-9,176.0E-9,-311.7E-6,-75.72E-6,8.766E-6,320.9E-6,44.33E-12
30097,C97,0.0,-4.030E-12,-266.8E-9,266.8E-9,455.5E-6,-54.32E-6,73.63E-6,464.6E-6,4.032E-12
30097,C98,0.0,10.00E-12,666.9E-9,666.9E-9,-0.001139,135.8E-6,-184.1E-6,0.001162,10.04E-12
30097,C99,0.0,0.0,-235.0E-9,235.0E-9,-12.71E-6,-253.3E-6,-6.370E-6,253.7E-6,0.0
30097,C100,0.0,0.0,235.0E-9,235.0E-9,12.71E-6,253.3E-6,6.370E-6,253.7E-6,0.0
30097,C101,0.0,-22.93E-12,39.46E-9,39.46E-9,20.58E-6,160.4E-6,-9.696E-6,162.0E-6,22.93E-12
30097,C102,0.0,22.93E-12,-39.46E-9,39.46E-9,-20.58E-6,-160.4E-6,9.696E-6,162.0E-6,22.93E-12
30097,C103,0.0,23.03E-12,105.3E-9,105.3E-9,-21.67E-6,158.3E-6,8.645E-6,160.0E-6,23.03E-12
30097,C104,0.0,-23.03E-12,-105.3E-9,105.3E-9,21.67E-6,-158.3E-6,-8.645E-6,160.0E-6,23.03E-12
30097,C105,0.0,0.0,4.414E-9,4.414E-9,-1.814E-6,-50.61E-6,-1.209E-6,50.66E-6,0.0
30097,C106,0.0,0.0,-4.414E-9,4.414E-9,1.814E-6,50.61E-6,1.209E-6,50.66E-6,0.0
30097,C107,0.0,-75.41E-12,34.59E-6,34.59E-6,38.82E-6,4.207E-6,-260.8E-6,263.7E-6,75.41E-12
30097,C108,0.0,58.97E-12,89.64E-9,89.64E-9,-55.04E-6,253.6E-6,225.4E-6,343.7E-6,58.97E-12
30097,C109,0.0,0.0,-434.4E-9,434.4E-9,3.255E-6,-956.3E-6,3.153E-6,956.3E-6,0.0
30097,C110,0.0,0.0,434.4E-9,434.4E-9,-3.255E-6,956.3E-6,-3.153E-6,956.3E-6,0.0
30097,C111,0.0,-20.51E-12,34.53E-9,34.53E-9,585.7E-6,227.5E-6,76.70E-6,633.0E-6,20.51E-12
30097,C112,1.618E-12,25.67E-12,370.3E-9,370.3E-9,-0.001261,-144.0E-6,-187.4E-6,0.001283,25.72E-12
30097,C113,-1.129E-12,-49.75E-12,165.6E-9,165.6E-9,686.7E-6,230.8E-6,50.57E-6,726.2E-6,49.77E-12
30097,C114,2.696E-12,51.91E-12,147.9E-9,147.9E-9,-0.001175,-163.9E-6,-134.1E-6,0.001194,51.98E-12
30097,C115,0.0,-20.50E-12,36.07E-9,36.07E-9,585.0E-6,209.8E-6,76.27E-6,626.2E-6,20.50E-12
30097,C116,1.628E-12,25.66E-12,368.8E-9,368.8E-9,-0.001260,-126.3E-6,-187.0E-6,0.001280,25.71E-12
30097,C117,-1.158E-12,-49.73E-12,170.0E-9,170.0E-9,684.9E-6,180.2E-6,49.36E-6,709.9E-6,49.74E-12
30097,C118,2.725E-12,51.89E-12,143.5E-9,143.5E-9,-0.001174,-113.3E-6,-132.9E-6,0.001187,51.96E-12
30097,C119,0.0,-20.30E-12,188.1E-9,188.1E-9,583.9E-6,544.5E-6,75.17E-6,802.0E-6,20.31E-12
30097,C120,1.697E-12,25.46E-12,216.7E-9,216.7E-9,-0.001259,-461.0E-6,-185.8E-6,0.001353,25.52E-12
30097,C121,0.0,-20.31E-12,186.6E-9,186.6E-9,584.5E-6,562.3E-6,75.59E-6,814.6E-6,20.32E-12
30097,C122,1.687E-12,25.47E-12,218.3E-9,218.3E-9,-0.001260,-478.8E-6,-186.3E-6,0.001360,25.53E-12
30097,C123,-1.354E-12,-49.16E-12,604.4E-9,604.4E-9,681.6E-6,0.001136,46.20E-6,0.001326,49.18E-12
30097,C124,2.921E-12,51.32E-12,-290.9E-9,290.9E-9,-0.001170,-0.001070,-129.7E-6,0.001591,51.40E-12
30097,C125,-1.325E-12,-49.19E-12,600.0E-9,600.0E-9,683.4E-6,0.001187,47.41E-6,0.001371,49.21E-12
30097,C126,2.892E-12,51.35E-12,-286.4E-9,286.4E-9,-0.001172,-0.001120,-130.9E-6,0.001627,51.43E-12
30097,C127,1.037E-12,-36.98E-12,34.48E-6,34.48E-6,-90.87E-6,-182.7E-6,-248.0E-6,321.2E-6,36.99E-12
30097,C128,0.0,51.44E-12,-77.29E-9,77.29E-9,-142.5E-6,68.74E-6,219.8E-6,270.8E-6,51.44E-12
30097,C129,2.260E-12,4.926E-12,25.73E-6,25.73E-6,-298.1E-6,-192.9E-6,-179.6E-6,397.9E-6,5.420E-12
30097,C130,2.119E-12,71.24E-12,-187.8E-9,187.8E-9,-336.8E-6,-4.292E-6,171.3E-6,377.9E-6,71.27E-12
30097,C131,1.047E-12,-36.99E-12,34.48E-6,34.48E-6,-90.23E-6,-165.0E-6,-247.6E-6,310.9E-6,37.00E-12
30097,C132,0.0,51.43E-12,-78.83E-9,78.83E-9,-141.8E-6,86.45E-6,220.3E-6,275.9E-6,51.43E-12
30097,C133,2.289E-12,4.900E-12,25.73E-6,25.73E-6,-296.2E-6,-142.3E-6,-178.4E-6,373.9E-6,5.409E-12
30097,C134,2.148E-12,71.21E-12,-192.2E-9,192.2E-9,-334.9E-6,46.32E-6,172.6E-6,379.6E-6,71.24E-12
30097,C135,1.420E-12,-49.90E-12,35.19E-6,35.19E-6,-0.001209,113.5E-6,-441.8E-6,0.001292,49.92E-12
30097,C136,1.611E-12,84.47E-12,694.9E-9,694.9E-9,-0.001303,362.9E-6,44.41E-6,0.001353,84.49E-12
30097,C137,2.547E-12,-4.766E-12,26.26E-6,26.26E-6,-0.001137,29.29E-6,-324.9E-6,0.001183,5.404E-12
30097,C138,2.691E-12,96.01E-12,391.4E-9,391.4E-9,-0.001207,216.3E-6,39.77E-6,0.001227,96.05E-12
30097,C140,0.0,-2.680E-12,-0.01096,0.01096,930.7E-6,22.70E-6,74.27E-6,934.0E-6,2.680E-12
30097,C141,-3.055E-12,-169.0E-9,0.001843,0.001843,162.8E-6,43.11E-6,-140.7E-9,168.4E-6,169.0E-9
30097,C142,-2.857E-12,-169.0E-9,-0.08021,0.08021,0.001138,0.001773,56.64E-6,0.002108,169.0E-9
30097,C143,-2.854E-12,-169.0E-9,-0.08035,0.08035,0.001138,0.001774,56.79E-6,0.002108,169.0E-9
30097,C144,-2.086E-12,-169.0E-9,-0.1814,0.1814,0.001527,0.004997,168.8E-6,0.005227,169.0E-9
30097,C146,0.0,-1.991E-12,41.79E-9,41.79E-9,41.74E-6,219.1E-6,20.74E-6,224.0E-6,2.209E-12
30097,C147,0.0,0.0,-13.96E-9,13.96E-9,-13.94E-6,-73.20E-6,-6.927E-6,74.84E-6,0.0
30097,C150,-2.086E-12,-169.0E-9,-0.1814,0.1814,0.001527,0.004997,168.8E-6,0.005227,169.0E-9
