Arup





File WBBn_base_v48_base.gwb
Exported 02/02/2021 23:28:10

GSA 10.1.39.2 64-bit Copyright © Oasys 1985-2020

Displacements
Displacements reported at nodes;  fully restrained nodes are excluded
Output axes:  global
"Node list:  ""bearings top"""
Some of the combined results are from different analysis stages. The user should ensure that this combination is valid.

START_TABLE Displacements
,,[mm],[mm],[mm],[mm],[rad],[rad],[rad],[rad],[mm]
Node,Case,Ux,Uy,Uz,|U|,Rxx,Ryy,Rzz,|R|,Uxy
31306,C173,-0.5392,-0.9417,-0.03255,1.086,-218.0E-6,196.2E-6,51.00E-6,297.7E-6,1.085
31306,C174,0.1039,-0.7729,0.001992,0.7798,-141.8E-6,-42.02E-6,-1.021E-6,147.9E-6,0.7798
31306,C175,0.2085,-0.8808,0.001843,0.9052,-162.8E-6,-43.19E-6,-167.8E-9,168.4E-6,0.9052
32315,A1,91.89,38.94E-12,-0.1696,91.89,0.001271,-0.004829,-219.7E-6,0.004998,91.89
32315,A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32315,A3,27.12,8.255E-12,-0.04974,27.12,153.3E-6,-0.001359,-36.12E-6,0.001368,27.12
32315,A4,15.66,3.799E-12,-0.02655,15.66,83.48E-6,-898.3E-6,-25.49E-6,902.6E-6,15.66
32315,A5,9.529,2.622E-12,-0.01800,9.529,271.3E-6,-504.7E-6,-31.21E-6,573.9E-6,9.529
32315,A6,3.515,13.73E-12,-0.006351,3.515,158.7E-6,-172.2E-6,-10.36E-6,234.4E-6,3.515
32315,A7,5.337,2.097E-12,-0.008763,5.337,36.15E-6,-199.1E-6,-9.903E-6,202.6E-6,5.337
32315,A8,9.605,2.891E-12,-0.01680,9.605,173.8E-6,-502.1E-6,-34.40E-6,532.5E-6,9.605
32315,A9,22.22,6.800E-12,-0.03901,22.22,407.6E-6,-0.001162,-78.36E-6,0.001234,22.22
32315,A10,0.9522,0.0,-0.007982,0.9523,-2.270E-6,-141.5E-6,3.090E-6,141.5E-6,0.9522
32315,A11,33.97,10.21E-12,-0.05977,33.97,629.1E-6,-0.001765,-122.4E-6,0.001878,33.97
32315,A12,26.97,8.264E-12,-0.04746,26.97,499.4E-6,-0.001402,-97.22E-6,0.001491,26.97
32315,A13,2.907,0.0,-0.005099,2.907,32.02E-6,-152.8E-6,-7.042E-6,156.3E-6,2.907
32315,A14,6.350,2.869E-12,-0.01115,6.350,108.2E-6,-331.3E-6,-19.45E-6,349.1E-6,6.350
32315,A20,0.4782,114.8E-6,-160.3E-6,0.4782,-4.802E-6,11.25E-6,-7.459E-6,14.33E-6,0.4782
32315,A21,0.3195,76.71E-6,-107.1E-6,0.3195,-3.209E-6,7.519E-6,-4.983E-6,9.574E-6,0.3195
32315,A22,5.886,0.001413,-0.002240,5.886,-115.0E-6,123.5E-6,-88.73E-6,190.7E-6,5.886
32315,A23,3.938,945.6E-6,-0.001499,3.938,-76.94E-6,82.65E-6,-59.37E-6,127.6E-6,3.938
32315,A24,2.491,598.2E-6,-389.5E-6,2.491,-30.17E-6,-12.15E-6,-37.13E-6,49.36E-6,2.491
32315,A25,1.672,401.5E-6,-261.4E-6,1.672,-20.25E-6,-8.153E-6,-24.92E-6,33.12E-6,1.672
32315,A26,19.76,0.02393,-0.02448,19.76,-0.001516,-283.1E-6,-996.6E-6,0.001836,19.76
32315,A27,-19.76,-0.02393,0.02448,19.76,0.001521,283.6E-6,996.7E-6,0.001840,19.76
32315,A28,13.21,0.01600,-0.01637,13.21,-0.001013,-189.3E-6,-666.3E-6,0.001227,13.21
32315,A29,-13.21,-0.01600,0.01637,13.21,0.001017,189.6E-6,666.4E-6,0.001230,13.21
32315,A30,10.72,0.01638,-0.001212,10.72,-753.7E-6,-125.7E-6,-561.2E-6,948.1E-6,10.72
32315,A31,-10.74,-0.01638,0.001212,10.74,737.2E-6,125.7E-6,567.3E-6,938.7E-6,10.74
32315,A32,7.165,0.01095,-810.1E-6,7.165,-503.7E-6,-84.05E-6,-375.1E-6,633.7E-6,7.165
32315,A33,-7.181,-0.01095,810.1E-6,7.181,492.7E-6,84.03E-6,379.2E-6,627.4E-6,7.181
32315,A34,-6.202,-1.857E-12,0.01085,6.202,-111.0E-6,324.4E-6,21.98E-6,343.6E-6,6.202
32315,A35,-4.150,-1.236E-12,0.007263,4.150,-74.30E-6,217.1E-6,14.71E-6,229.9E-6,4.150
32315,A36,0.4708,113.0E-6,-139.3E-6,0.4708,-5.281E-6,2.932E-6,-7.153E-6,9.362E-6,0.4708
32315,A37,0.3010,72.27E-6,-89.09E-6,0.3010,-3.377E-6,1.874E-6,-4.574E-6,5.986E-6,0.3010
32315,A38,1.153,0.001162,-845.9E-6,1.153,-65.07E-6,-15.68E-6,-53.02E-6,85.39E-6,1.153
32315,A39,0.7375,742.9E-6,-540.9E-6,0.7375,-41.61E-6,-10.03E-6,-33.90E-6,54.60E-6,0.7375
32315,A40,131.3,-33.83E-12,139.2E-9,131.3,-245.6E-6,60.22E-6,-6.800E-6,252.9E-6,131.3
32315,A41,-144.0,37.55E-12,-152.7E-9,144.0,269.3E-6,-66.05E-6,7.458E-6,277.4E-6,144.0
32315,A42,34.55,-10.11E-12,-667.1E-9,34.55,-0.001139,-135.7E-6,184.2E-6,0.001161,34.55
32315,A43,-13.82,4.004E-12,266.9E-9,13.82,455.5E-6,54.30E-6,-73.67E-6,464.6E-6,13.82
32315,A44,-1.828,0.0,235.0E-9,1.828,-12.71E-6,253.3E-6,6.382E-6,253.7E-6,1.828
32315,A45,-1.027,-22.72E-12,77.64E-9,1.027,-20.70E-6,160.4E-6,-9.691E-6,162.1E-6,1.027
32315,A46,0.3867,0.0,4.412E-9,0.3867,1.813E-6,-50.61E-6,-1.209E-6,50.65E-6,0.3867
32315,A47,0.5837,75.89E-12,-34.61E-6,0.5837,42.83E-6,-5.248E-6,261.8E-6,265.3E-6,0.5837
32315,A48,17.68,-59.61E-12,-61.64E-9,17.68,-55.24E-6,-253.6E-6,-225.4E-6,343.7E-6,17.68
32315,A49,-6.490,0.0,434.4E-9,6.490,3.256E-6,956.3E-6,-3.144E-6,956.3E-6,6.490
32315,A50,-1.136,23.00E-12,67.16E-9,1.136,21.78E-6,158.3E-6,8.643E-6,160.1E-6,1.136
32315,A100,6.118,-4.520E-12,-0.02356,6.118,815.9E-6,-0.001084,-29.65E-6,0.001357,6.118
32315,A101,1.734,2.721E-12,-0.01096,1.734,930.7E-6,-22.73E-6,-74.26E-6,934.0E-6,1.734
32315,A102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32315,A103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32315,A104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32315,A105,0.3315,-300.3E-9,0.007056,0.3315,-20.30E-6,-93.43E-6,16.74E-6,97.07E-6,0.3315
32315,A106,0.04928,2.026E-12,417.9E-6,0.04928,78.78E-6,-8.361E-6,-1.983E-6,79.25E-6,0.04928
32315,A107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32315,A108,0.4258,2.246E-12,0.02647,0.4266,-42.60E-6,-149.1E-6,34.71E-6,158.9E-6,0.4258
32315,A109,-0.6593,155.7E-9,-0.03304,0.6601,60.96E-6,217.8E-6,-47.84E-6,231.2E-6,0.6593
32315,A110,-0.002250,0.0,-478.5E-6,0.002300,68.79E-6,5.026E-6,-3.515E-6,69.06E-6,0.002250
32315,A111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32315,A112,-0.6841,-3.191E-12,-0.03297,0.6849,72.69E-6,224.3E-6,-49.14E-6,240.9E-6,0.6841
32315,A113,0.6431,2.519E-12,0.03455,0.6441,-76.16E-6,-238.3E-6,52.05E-6,255.5E-6,0.6431
32315,A114,0.1050,2.238E-12,-151.9E-6,0.1050,21.07E-6,-1.161E-6,-891.5E-9,21.12E-6,0.1050
32315,A115,29.12,0.0,-0.07110,29.12,44.01E-6,-0.001708,17.64E-6,0.001709,29.12
32315,A116,0.06470,0.0,-139.7E-6,0.06470,583.1E-9,-288.9E-9,-152.0E-9,668.3E-9,0.06470
32315,A117,63.54,20.88E-12,-0.1010,63.54,388.4E-6,-0.003223,-111.9E-6,0.003248,63.54
32315,A118,-0.007588,0.0,-2.658E-9,0.007588,2.027E-6,9.710E-6,-1.013E-6,9.971E-6,0.007588
32315,A119,0.03899,0.0,1.503E-9,0.03899,-741.3E-9,-17.72E-6,150.7E-9,17.74E-6,0.03899
32315,A120,-0.01005,0.0,-658.3E-12,0.01005,203.8E-9,7.522E-6,19.39E-9,7.525E-6,0.01005
32315,A121,0.02177,0.0,1.003E-9,0.02177,-90.54E-9,-9.358E-6,24.93E-9,9.359E-6,0.02177
32315,A122,-0.005845,0.0,-424.9E-12,0.005845,79.44E-9,5.922E-6,-15.19E-9,5.923E-6,0.005845
32315,A123,0.01082,0.0,446.9E-12,0.01082,-19.53E-9,-5.829E-6,1.027E-9,5.829E-6,0.01082
32315,A124,0.002208,0.0,25.36E-12,0.002208,12.74E-9,3.755E-6,-3.639E-9,3.755E-6,0.002208
32315,A125,0.002208,0.0,-28.30E-12,0.002208,-6.710E-9,-3.823E-6,1.213E-9,3.823E-6,0.002208
32315,A126,0.01082,0.0,503.7E-12,0.01082,3.213E-9,2.425E-6,-268.6E-12,2.425E-6,0.01082
32315,A127,-0.005845,0.0,-476.9E-12,0.005845,-1.935E-9,-2.515E-6,453.6E-12,2.515E-6,0.005845
32315,A128,0.02177,0.0,1.075E-9,0.02177,1.298E-9,1.472E-6,-449.9E-12,1.472E-6,0.02177
32315,A129,-0.01005,0.0,-716.6E-12,0.01005,-790.5E-12,-1.609E-6,321.1E-12,1.609E-6,0.01005
32315,A130,0.03899,0.0,1.617E-9,0.03899,168.0E-12,752.4E-9,-1.660E-9,752.4E-9,0.03899
32315,A131,-0.007588,0.0,-2.816E-9,0.007588,484.3E-12,-948.0E-9,4.868E-9,948.1E-9,0.007588
32315,C1,137.9,-144.6E-9,-0.2574,137.9,0.002296,-0.007247,-317.5E-6,0.007609,137.9
32315,C2,133.4,-137.7E-9,-0.2488,133.4,0.002224,-0.007009,-309.5E-6,0.007360,133.4
32315,C4,98.63,41.83E-12,-0.1819,98.63,0.001346,-0.005186,-233.9E-6,0.005363,98.63
32315,C5,93.93,39.84E-12,-0.1732,93.93,0.001282,-0.004939,-222.8E-6,0.005107,93.93
32315,C6,2.907,0.0,-0.005099,2.907,32.02E-6,-152.8E-6,-7.042E-6,156.3E-6,2.907
32315,C7,6.350,2.869E-12,-0.01115,6.350,108.2E-6,-331.3E-6,-19.45E-6,349.1E-6,6.350
32315,C8,33.97,10.21E-12,-0.05977,33.97,629.1E-6,-0.001765,-122.4E-6,0.001878,33.97
32315,C9,26.97,8.264E-12,-0.04746,26.97,499.4E-6,-0.001402,-97.22E-6,0.001491,26.97
32315,C11,141.9,55.77E-12,-0.2579,141.9,0.002115,-0.007435,-382.8E-6,0.007740,141.9
32315,C12,130.2,51.83E-12,-0.2369,130.2,0.001922,-0.006824,-346.5E-6,0.007098,130.2
32315,C20,3.124,0.002239,0.007924,3.124,-266.3E-6,450.0E-6,-118.5E-6,536.1E-6,3.124
32315,C21,15.53,0.002239,-0.01378,15.53,-44.24E-6,-198.8E-6,-162.4E-6,260.5E-6,15.53
32315,C22,-15.53,-0.002239,0.01378,15.53,44.24E-6,198.8E-6,162.4E-6,260.5E-6,15.53
32315,C23,-3.124,-0.002239,-0.007924,3.124,266.3E-6,-450.0E-6,118.5E-6,536.1E-6,3.124
32315,C24,25.42,0.04147,-0.01568,25.42,-0.002445,-100.1E-6,-0.001589,0.002918,25.42
32315,C25,37.83,0.04147,-0.03739,37.83,-0.002223,-748.8E-6,-0.001633,0.002858,37.83
32315,C26,-37.85,-0.04147,0.03739,37.85,0.002212,749.3E-6,0.001639,0.002853,37.85
32315,C27,-25.45,-0.04147,0.01568,25.45,0.002434,100.5E-6,0.001595,0.002912,25.45
32315,C28,15.78,0.01883,-0.002691,15.78,-0.001200,280.2E-6,-762.8E-6,0.001449,15.78
32315,C29,28.18,0.01883,-0.02440,28.18,-978.0E-6,-368.6E-6,-806.8E-6,0.001320,28.18
32315,C30,-9.536,-0.01435,0.01854,9.536,663.0E-6,619.9E-6,528.3E-6,0.001050,9.536
32315,C31,2.868,-0.01435,-0.003168,2.868,885.0E-6,-28.84E-6,484.4E-6,0.001009,2.868
32315,C32,2.081,0.001496,0.005306,2.081,-178.1E-6,301.0E-6,-79.13E-6,358.5E-6,2.081
32315,C33,10.38,0.001496,-0.009219,10.38,-29.48E-6,-133.2E-6,-108.6E-6,174.3E-6,10.38
32315,C34,-10.38,-0.001496,0.009219,10.38,29.48E-6,133.2E-6,108.6E-6,174.3E-6,10.38
32315,C35,-2.081,-0.001496,-0.005306,2.081,178.1E-6,-301.0E-6,79.13E-6,358.5E-6,2.081
32315,C36,16.96,0.02769,-0.01045,16.96,-0.001633,-66.26E-6,-0.001061,0.001948,16.96
32315,C37,25.26,0.02769,-0.02498,25.26,-0.001484,-500.4E-6,-0.001090,0.001908,25.26
32315,C38,-25.28,-0.02769,0.02498,25.28,0.001477,500.7E-6,0.001094,0.001905,25.28
32315,C39,-16.98,-0.02769,0.01045,16.98,0.001625,66.56E-6,0.001065,0.001944,16.98
32315,C40,10.53,0.01257,-0.001781,10.53,-801.6E-6,187.6E-6,-509.3E-6,968.0E-6,10.53
32315,C41,18.83,0.01257,-0.01631,18.83,-653.0E-6,-246.5E-6,-538.7E-6,881.7E-6,18.83
32315,C42,-6.371,-0.009579,0.01239,6.371,442.4E-6,414.4E-6,352.7E-6,701.3E-6,6.371
32315,C43,1.930,-0.009579,-0.002133,1.930,591.0E-6,-19.72E-6,323.3E-6,673.9E-6,1.930
32315,C50,-144.0,37.55E-12,-152.7E-9,144.0,269.3E-6,-66.05E-6,7.458E-6,277.4E-6,144.0
32315,C51,131.3,-33.83E-12,139.2E-9,131.3,-245.6E-6,60.22E-6,-6.800E-6,252.9E-6,131.3
32315,C52,-13.82,4.004E-12,266.9E-9,13.82,455.5E-6,54.30E-6,-73.67E-6,464.6E-6,13.82
32315,C53,34.55,-10.11E-12,-667.1E-9,34.55,-0.001139,-135.7E-6,184.2E-6,0.001161,34.55
32315,C54,-1.828,0.0,235.0E-9,1.828,-12.71E-6,253.3E-6,6.382E-6,253.7E-6,1.828
32315,C55,1.828,0.0,-235.0E-9,1.828,12.71E-6,-253.3E-6,-6.382E-6,253.7E-6,1.828
32315,C56,-1.027,-22.72E-12,77.64E-9,1.027,-20.70E-6,160.4E-6,-9.691E-6,162.1E-6,1.027
32315,C57,1.027,22.72E-12,-77.64E-9,1.027,20.70E-6,-160.4E-6,9.691E-6,162.1E-6,1.027
32315,C58,-1.136,23.00E-12,67.16E-9,1.136,21.78E-6,158.3E-6,8.643E-6,160.1E-6,1.136
32315,C59,1.136,-23.00E-12,-67.16E-9,1.136,-21.78E-6,-158.3E-6,-8.643E-6,160.1E-6,1.136
32315,C60,-0.3867,0.0,-4.412E-9,0.3867,-1.813E-6,50.61E-6,1.209E-6,50.65E-6,0.3867
32315,C61,0.3867,0.0,4.412E-9,0.3867,1.813E-6,-50.61E-6,-1.209E-6,50.65E-6,0.3867
32315,C62,0.5837,75.89E-12,-34.61E-6,0.5837,42.83E-6,-5.248E-6,261.8E-6,265.3E-6,0.5837
32315,C63,17.68,-59.61E-12,-61.64E-9,17.68,-55.24E-6,-253.6E-6,-225.4E-6,343.7E-6,17.68
32315,C64,6.490,0.0,-434.4E-9,6.490,-3.256E-6,-956.3E-6,3.144E-6,956.3E-6,6.490
32315,C65,-6.490,0.0,434.4E-9,6.490,3.256E-6,956.3E-6,-3.144E-6,956.3E-6,6.490
32315,C66,-62.40,17.31E-12,-21.60E-9,62.40,562.5E-6,-222.2E-6,-77.44E-6,609.7E-6,62.40
32315,C67,78.68,-22.11E-12,-383.4E-9,78.68,-0.001237,138.7E-6,188.2E-6,0.001259,78.68
32315,C68,-153.0,40.68E-12,-128.8E-9,153.0,620.5E-6,-215.3E-6,-52.58E-6,658.9E-6,153.0
32315,C69,155.8,-41.53E-12,-184.9E-9,155.8,-0.001109,148.4E-6,136.1E-6,0.001127,155.8
32315,C70,-62.53,17.30E-12,-23.14E-9,62.53,561.8E-6,-204.4E-6,-77.02E-6,602.8E-6,62.53
32315,C71,78.82,-22.10E-12,-381.9E-9,78.82,-0.001237,121.0E-6,187.8E-6,0.001257,78.82
32315,C72,-153.4,40.65E-12,-133.2E-9,153.4,618.7E-6,-164.7E-6,-51.37E-6,642.3E-6,153.4
32315,C73,156.2,-41.51E-12,-180.5E-9,156.2,-0.001107,97.81E-6,134.9E-6,0.001120,156.2
32315,C74,-60.26,17.11E-12,-175.2E-9,60.26,560.7E-6,-539.2E-6,-75.92E-6,781.6E-6,60.26
32315,C75,76.54,-21.91E-12,-229.8E-9,76.54,-0.001236,455.7E-6,186.7E-6,0.001330,76.54
32315,C76,-60.13,17.12E-12,-173.6E-9,60.13,561.3E-6,-556.9E-6,-76.34E-6,794.4E-6,60.13
32315,C77,76.41,-21.92E-12,-231.4E-9,76.41,-0.001236,473.4E-6,187.1E-6,0.001337,76.41
32315,C78,-146.9,40.10E-12,-567.6E-9,146.9,615.4E-6,-0.001121,-48.23E-6,0.001280,146.9
32315,C79,149.7,-40.95E-12,253.9E-9,149.7,-0.001104,0.001054,131.8E-6,0.001532,149.7
32315,C80,-146.5,40.12E-12,-563.2E-9,146.5,617.2E-6,-0.001172,-49.44E-6,0.001325,146.5
32315,C81,149.4,-40.98E-12,249.5E-9,149.4,-0.001106,0.001105,133.0E-6,0.001569,149.4
32315,C82,45.51,41.33E-12,-34.49E-6,45.51,-63.82E-6,176.3E-6,249.7E-6,312.2E-6,45.51
32315,C83,62.50,-48.45E-12,54.23E-9,62.50,-119.4E-6,-74.15E-6,-219.1E-6,260.3E-6,62.50
32315,C84,131.0,6.047E-12,-25.76E-6,131.0,-229.0E-6,176.6E-6,182.3E-6,341.8E-6,131.0
32315,C85,143.7,-61.29E-12,143.3E-9,143.7,-270.7E-6,-11.20E-6,-169.3E-6,319.5E-6,143.7
32315,C86,45.65,41.34E-12,-34.49E-6,45.65,-63.19E-6,158.6E-6,249.3E-6,302.1E-6,45.65
32315,C87,62.63,-48.44E-12,55.78E-9,62.63,-118.8E-6,-91.86E-6,-219.5E-6,266.0E-6,62.63
32315,C88,131.4,6.074E-12,-25.76E-6,131.4,-227.2E-6,126.0E-6,181.0E-6,316.6E-6,131.4
32315,C89,144.1,-61.26E-12,147.7E-9,144.1,-268.9E-6,-61.80E-6,-170.6E-6,324.3E-6,144.1
32315,C90,81.09,53.94E-12,-35.23E-6,81.09,-0.001182,-119.9E-6,443.6E-6,0.001268,81.09
32315,C91,98.19,-81.56E-12,-680.1E-9,98.19,-0.001280,-368.2E-6,-43.58E-6,0.001333,98.19
32315,C92,157.7,15.51E-12,-26.32E-6,157.7,-0.001067,-45.52E-6,327.7E-6,0.001118,157.7
32315,C93,170.5,-86.12E-12,-407.4E-9,170.5,-0.001141,-231.8E-6,-37.70E-6,0.001165,170.5
32315,C95,-179.3,46.76E-12,-190.1E-9,179.3,335.4E-6,-82.24E-6,9.286E-6,345.4E-6,179.3
32315,C96,166.6,-42.92E-12,176.6E-9,166.6,-311.6E-6,76.41E-6,-8.628E-6,320.9E-6,166.6
32315,C97,-13.82,4.004E-12,266.9E-9,13.82,455.5E-6,54.30E-6,-73.67E-6,464.6E-6,13.82
32315,C98,34.55,-10.11E-12,-667.1E-9,34.55,-0.001139,-135.7E-6,184.2E-6,0.001161,34.55
32315,C99,-1.828,0.0,235.0E-9,1.828,-12.71E-6,253.3E-6,6.382E-6,253.7E-6,1.828
32315,C100,1.828,0.0,-235.0E-9,1.828,12.71E-6,-253.3E-6,-6.382E-6,253.7E-6,1.828
32315,C101,1.027,22.72E-12,-77.64E-9,1.027,20.70E-6,-160.4E-6,9.691E-6,162.1E-6,1.027
32315,C102,-1.027,-22.72E-12,77.64E-9,1.027,-20.70E-6,160.4E-6,-9.691E-6,162.1E-6,1.027
32315,C103,1.136,-23.00E-12,-67.16E-9,1.136,-21.78E-6,-158.3E-6,-8.643E-6,160.1E-6,1.136
32315,C104,-1.136,23.00E-12,67.16E-9,1.136,21.78E-6,158.3E-6,8.643E-6,160.1E-6,1.136
32315,C105,-0.3867,0.0,-4.412E-9,0.3867,-1.813E-6,50.61E-6,1.209E-6,50.65E-6,0.3867
32315,C106,0.3867,0.0,4.412E-9,0.3867,1.813E-6,-50.61E-6,-1.209E-6,50.65E-6,0.3867
32315,C107,0.5837,75.89E-12,-34.61E-6,0.5837,42.83E-6,-5.248E-6,261.8E-6,265.3E-6,0.5837
32315,C108,17.68,-59.61E-12,-61.64E-9,17.68,-55.24E-6,-253.6E-6,-225.4E-6,343.7E-6,17.68
32315,C109,-6.490,0.0,434.4E-9,6.490,3.256E-6,956.3E-6,-3.144E-6,956.3E-6,6.490
32315,C110,6.490,0.0,-434.4E-9,6.490,-3.256E-6,-956.3E-6,3.144E-6,956.3E-6,6.490
32315,C111,-74.75,20.53E-12,-34.69E-9,74.75,585.6E-6,-227.8E-6,-76.80E-6,633.0E-6,74.75
32315,C112,91.03,-25.30E-12,-370.3E-9,91.03,-0.001260,144.3E-6,187.5E-6,0.001283,91.03
32315,C113,-188.3,49.88E-12,-166.2E-9,188.3,686.5E-6,-231.5E-6,-50.75E-6,726.3E-6,188.3
32315,C114,191.1,-50.63E-12,-147.5E-9,191.1,-0.001175,164.6E-6,134.3E-6,0.001194,191.1
32315,C115,-74.89,20.52E-12,-36.24E-9,74.89,584.9E-6,-210.1E-6,-76.38E-6,626.2E-6,74.89
32315,C116,91.17,-25.29E-12,-368.8E-9,91.17,-0.001260,126.6E-6,187.1E-6,0.001280,91.17
32315,C117,-188.7,49.86E-12,-170.6E-9,188.7,684.7E-6,-180.9E-6,-49.54E-6,709.9E-6,188.7
32315,C118,191.5,-50.60E-12,-143.1E-9,191.5,-0.001173,114.0E-6,133.1E-6,0.001186,191.5
32315,C119,-72.61,20.33E-12,-188.3E-9,72.61,583.8E-6,-544.8E-6,-75.28E-6,802.1E-6,72.61
32315,C120,88.90,-25.09E-12,-216.7E-9,88.90,-0.001259,461.3E-6,186.0E-6,0.001353,88.90
32315,C121,-72.48,20.34E-12,-186.7E-9,72.48,584.4E-6,-562.5E-6,-75.70E-6,814.7E-6,72.48
32315,C122,88.76,-25.10E-12,-218.3E-9,88.76,-0.001259,479.0E-6,186.4E-6,0.001360,88.76
32315,C123,-182.2,49.30E-12,-605.0E-9,182.2,681.4E-6,-0.001137,-46.40E-6,0.001327,182.2
32315,C124,185.0,-50.04E-12,291.3E-9,185.0,-0.001170,0.001070,129.9E-6,0.001591,185.0
32315,C125,-181.8,49.33E-12,-600.6E-9,181.8,683.3E-6,-0.001188,-47.61E-6,0.001371,181.8
32315,C126,184.7,-50.07E-12,286.9E-9,184.7,-0.001172,0.001121,131.1E-6,0.001627,184.7
32315,C127,57.87,38.14E-12,-34.47E-6,57.87,-86.93E-6,181.9E-6,249.1E-6,320.4E-6,57.87
32315,C128,74.85,-51.63E-12,67.33E-9,74.85,-142.5E-6,-68.48E-6,-219.8E-6,270.7E-6,74.85
32315,C129,166.3,-3.046E-12,-25.73E-6,166.3,-295.0E-6,192.8E-6,180.4E-6,395.9E-6,166.3
32315,C130,179.0,-70.38E-12,180.7E-9,179.0,-336.7E-6,4.993E-6,-171.2E-6,377.7E-6,179.0
32315,C131,58.00,38.15E-12,-34.47E-6,58.00,-86.29E-6,164.2E-6,248.6E-6,310.2E-6,58.00
32315,C132,74.99,-51.62E-12,68.87E-9,74.99,-141.9E-6,-86.20E-6,-220.2E-6,275.7E-6,74.99
32315,C133,166.7,-3.020E-12,-25.72E-6,166.7,-293.2E-6,142.2E-6,179.2E-6,371.9E-6,166.7
32315,C134,179.4,-70.35E-12,185.1E-9,179.4,-334.9E-6,-45.62E-6,-172.4E-6,379.4E-6,179.4
32315,C135,93.45,50.75E-12,-35.22E-6,93.45,-0.001205,-114.2E-6,442.9E-6,0.001289,93.45
32315,C136,110.5,-84.74E-12,-667.0E-9,110.5,-0.001303,-362.6E-6,-44.21E-6,0.001353,110.5
32315,C137,193.0,6.412E-12,-26.28E-6,193.0,-0.001134,-29.33E-6,325.8E-6,0.001180,193.0
32315,C138,205.8,-95.21E-12,-370.0E-9,205.8,-0.001207,-215.6E-6,-39.52E-6,0.001227,205.8
32315,C140,1.734,2.721E-12,-0.01096,1.734,930.7E-6,-22.73E-6,-74.26E-6,934.0E-6,1.734
32315,C141,0.2091,-144.6E-9,0.001847,0.2091,163.2E-6,-43.22E-6,137.4E-9,168.8E-6,0.2091
32315,C142,31.07,-144.6E-9,-0.08021,31.07,0.001138,-0.001774,-56.48E-6,0.002108,31.07
32315,C143,31.13,-144.6E-9,-0.08035,31.13,0.001139,-0.001774,-56.63E-6,0.002109,31.13
32315,C144,94.68,-144.6E-9,-0.1814,94.68,0.001527,-0.004997,-168.6E-6,0.005228,94.68
32315,C146,2.855,1.989E-12,-41.81E-9,2.855,41.73E-6,-219.1E-6,-20.76E-6,224.0E-6,2.855
32315,C147,-0.9533,0.0,13.97E-9,0.9533,-13.93E-6,73.19E-6,6.932E-6,74.83E-6,0.9533
32315,C150,94.68,-144.6E-9,-0.1814,94.68,0.001527,-0.004997,-168.6E-6,0.005228,94.68
32315,C162,2.855,1.989E-12,-41.81E-9,2.855,41.73E-6,-219.1E-6,-20.76E-6,224.0E-6,2.855
32315,C163,-0.9533,0.0,13.97E-9,0.9533,-13.93E-6,73.19E-6,6.932E-6,74.83E-6,0.9533
32315,C164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32315,C165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32315,C166,0.3315,-300.3E-9,0.007056,0.3315,-20.30E-6,-93.43E-6,16.74E-6,97.07E-6,0.3315
32315,C167,0.3807,-300.3E-9,0.007474,0.3808,58.47E-6,-101.8E-6,14.76E-6,118.3E-6,0.3807
32315,C168,0.3807,-300.3E-9,0.007474,0.3808,58.47E-6,-101.8E-6,14.76E-6,118.3E-6,0.3807
32315,C169,0.8065,-300.3E-9,0.03394,0.8072,15.87E-6,-250.9E-6,49.47E-6,256.2E-6,0.8065
32315,C170,0.1473,-144.6E-9,900.4E-6,0.1473,76.83E-6,-33.13E-6,1.628E-6,83.68E-6,0.1473
32315,C171,0.1450,-144.6E-9,421.9E-6,0.1450,145.6E-6,-28.10E-6,-1.887E-6,148.3E-6,0.1450
32315,C172,0.1450,-144.6E-9,421.9E-6,0.1450,145.6E-6,-28.10E-6,-1.887E-6,148.3E-6,0.1450
32315,C173,-0.5391,-144.6E-9,-0.03255,0.5401,218.3E-6,196.2E-6,-51.03E-6,297.9E-6,0.5391
32315,C174,0.1041,-144.6E-9,0.001999,0.1041,142.2E-6,-42.06E-6,1.029E-6,148.2E-6,0.1041
32315,C175,0.2091,-144.6E-9,0.001847,0.2091,163.2E-6,-43.22E-6,137.4E-9,168.8E-6,0.2091
END_TABLE
